stem	word_m	lang_GT_API	stopword	remove?	index
everyon	everyone	en	False	False	
pack	pack	en	False	False	
grip	grip	en	False	False	
gimm	gimme	en	False	False	
pound	pound	en	False	False	
readi	ready	en	False	False	
mystic	mystic	en	False	False	
demon	demons	en	False	False	
rip	rip	en	False	False	
vow	vow	en	False	False	
centuri	century	en	False	False	
decay	decay	en	False	False	
rid	rid	en	False	False	
vanish	vanish	en	False	False	
anguish	anguish	en	False	False	
chase	chase	en	False	False	
wrath	wrath	en	False	False	
resurrect	resurrection	en	False	False	
starlight	starlight	en	False	False	
grant	granted	en	False	False	
belong	belong	en	False	False	
butcher	butcher	en	False	False	
funni	funny	en	False	False	
ray	ray	en	False	False	
boom	boom	en	False	False	
memphi	memphis	en	False	False	
higher	higher	en	False	False	
pray	pray	en	False	False	
appreci	appreciate	en	False	False	
tower	tower	en	False	False	
itch	itch	en	False	False	
mountain	mountain	en	False	False	
camera	camera	en	False	False	
defeat	defeat	en	False	False	
moment	moment	en	False	False	
seren	serenity	en	False	False	
extrem	extreme	en	False	False	
weird	weird	en	False	False	
lower	lower	en	False	False	
older	older	en	False	False	
spent	spent	en	False	False	
person	person	en	False	False	
cheer	cheer	en	False	False	
chees	cheese	en	False	False	
elev	elevator	en	False	False	
revolv	revolver	en	False	False	
tast	taste	en	False	False	
spend	spend	en	False	False	
howl	howling	en	False	False	
i’m	i’m	en	False	False	
chord	chords	en	False	False	
burden	burden	en	False	False	
blur	blur	en	False	False	
obscur	obscure	en	False	False	
shape	shape	en	False	False	
you´r	you´re	en	False	False	
world	world	en	False	False	
unto	unto	en	False	False	
wage	wage	en	False	False	
cut	cut	en	False	False	
cup	cup	en	False	False	
cuz	cuz	en	False	False	
havin	havin'	en	False	False	
grin	grin	en	False	False	
snap	snap	en	False	False	
hater	haters	en	False	False	
march	march	en	False	False	
bid	bid	en	False	False	
sittin	sittin'	en	False	False	
almighti	almighty	en	False	False	
lovin	lovin'	en	False	False	
judgement	judgement	en	False	False	
game	game	en	False	False	
quest	quest	en	False	False	
warmth	warmth	en	False	False	
bit	bit	en	False	False	
awaken	awaken	en	False	False	
paint	paint	en	False	False	
bruis	bruised	en	False	False	
knock	knock	en	False	False	
spine	spine	en	False	False	
confront	confront	en	False	False	
signal	signal	en	False	False	
clay	clay	en	False	False	
glove	glove	en	False	False	
strife	strife	en	False	False	
chorus	chorus	en	False	False	
collect	collect	en	False	False	
conceiv	conceive	en	False	False	
gloom	gloom	en	False	False	
sleigh	sleigh	en	False	False	
cruis	cruise	en	False	False	
foolish	foolish	en	False	False	
mighti	mighty	en	False	False	
often	often	en	False	False	
spring	spring	en	False	False	
christian	christian	en	False	False	
creation	creation	en	False	False	
back	back	en	False	False	
understood	understood	en	False	False	
palm	palm	en	False	False	
loser	loser	en	False	False	
sight	sight	en	False	False	
mirror	mirror	en	False	False	
wonderland	wonderland	en	False	False	
curious	curious	en	False	False	
surpris	surprise	en	False	False	
pale	pale	en	False	False	
senseless	senseless	en	False	False	
scale	scale	en	False	False	
chocol	chocolate	en	False	False	
maiden	maiden	en	False	False	
pet	pet	en	False	False	
ave	ave	en	False	False	
shall	shall	en	False	False	
religion	religion	en	False	False	
larg	large	en	False	False	
undon	undone	en	False	False	
anni	annie	en	False	False	
anna	anna	en	False	False	
either	either	en	False	False	
machin	machine	en	False	False	
sixteen	sixteen	en	False	False	
run	run	en	False	False	
word	words	en	False	False	
rug	rug	en	False	False	
step	step	en	False	False	
squeez	squeeze	en	False	False	
santa	santa	en	False	False	
starri	starry	en	False	False	
crap	crap	en	False	False	
carol	carol	en	False	False	
shine	shine	en	False	False	
faith	faith	en	False	False	
candl	candle	en	False	False	
searchin	searchin'	en	False	False	
shini	shiny	en	False	False	
brooklyn	brooklyn	en	False	False	
valentin	valentine	en	False	False	
drama	drama	en	False	False	
idl	idle	en	False	False	
heel	heels	en	False	False	
wanna	wanna	en	False	False	
block	block	en	False	False	
miracl	miracle	en	False	False	
genocid	genocide	en	False	False	
real	real	en	False	False	
fan	fan	en	False	False	
within	within	en	False	False	
usual	usually	en	False	False	
momma	momma	en	False	False	
jimmi	jimmy	en	False	False	
fallin	fallin'	en	False	False	
chang	change	en	False	False	
lesson	lesson	en	False	False	
ann	ann	en	False	False	
stench	stench	en	False	False	
holla	holla	en	False	False	
desol	desolate	en	False	False	
question	question	en	False	False	
submit	submit	en	False	False	
suit	suit	en	False	False	
forward	forward	en	False	False	
mutil	mutilation	en	False	False	
ditch	ditch	en	False	False	
ascend	ascend	en	False	False	
frost	frost	en	False	False	
heartach	heartache	en	False	False	
won’t	won’t	en	False	False	
cloth	clothes	en	False	False	
link	link	en	False	False	
translat	translation	en	False	False	
atom	atomic	en	False	False	
line	line	en	False	False	
reel	reel	en	False	False	
dull	dull	en	False	False	
hush	hush	en	False	False	
skull	skull	en	False	False	
holler	holler	en	False	False	
bath	bath	en	False	False	
freak	freak	en	False	False	
curs	curse	en	False	False	
youâr	youâre	en	False	False	
flow	flow	en	False	False	
haunt	haunt	en	False	False	
repres	represent	en	False	False	
scarlet	scarlet	en	False	False	
cure	cure	en	False	False	
chat	chat	en	False	False	
playin	playin'	en	False	False	
curl	curl	en	False	False	
hospit	hospital	en	False	False	
prevail	prevail	en	False	False	
curtain	curtain	en	False	False	
cotton	cotton	en	False	False	
rainbow	rainbow	en	False	False	
peter	peter	en	False	False	
raini	rainy	en	False	False	
bear	bear	en	False	False	
grind	grind	en	False	False	
swirl	swirling	en	False	False	
propheci	prophecy	en	False	False	
mock	mock	en	False	False	
nice	nice	en	False	False	
dale	dale	en	False	False	
draw	draw	en	False	False	
lend	lend	en	False	False	
missin	missin'	en	False	False	
william	williams	en	False	False	
drag	drag	en	False	False	
worm	worm	en	False	False	
leaf	leaf	en	False	False	
desert	desert	en	False	False	
mood	mood	en	False	False	
ago	ago	en	False	False	
lane	lane	en	False	False	
land	land	en	False	False	
sore	sore	en	False	False	
age	age	en	False	False	
oppress	oppression	en	False	False	
depth	depths	en	False	False	
enslav	enslaved	en	False	False	
hah	hah	en	False	False	
restor	restore	en	False	False	
fresh	fresh	en	False	False	
hello	hello	en	False	False	
code	code	en	False	False	
edg	edge	en	False	False	
scratch	scratch	en	False	False	
dime	dime	en	False	False	
alien	alien	en	False	False	
psycho	psycho	en	False	False	
privat	private	en	False	False	
young	young	en	False	False	
nose	nose	en	False	False	
oclock	o'clock	en	False	False	
bum	bum	en	False	False	
becam	became	en	False	False	
sens	sense	en	False	False	
fatal	fatal	en	False	False	
sent	sent	en	False	False	
inject	inject	en	False	False	
garden	garden	en	False	False	
noos	noose	en	False	False	
rhyme	rhyme	en	False	False	
wave	wave	en	False	False	
mous	mouse	en	False	False	
forgiven	forgiven	en	False	False	
spoon	spoon	en	False	False	
disast	disaster	en	False	False	
uhhuh	uh-huh	en	False	False	
shiver	shiver	en	False	False	
wipe	wipe	en	False	False	
tri	try	en	False	False	
magic	magic	en	False	False	
wasteland	wasteland	en	False	False	
stiff	stiff	en	False	False	
fur	fur	en	False	False	
button	button	en	False	False	
gettin	gettin'	en	False	False	
michael	michael	en	False	False	
eve	eve	en	False	False	
race	race	en	False	False	
stomp	stomp	en	False	False	
marri	married	en	False	False	
pleas	please	en	False	False	
someday	someday	en	False	False	
fortun	fortune	en	False	False	
natur	nature	en	False	False	
bug	bug	en	False	False	
jump	jump	en	False	False	
crook	crooked	en	False	False	
annihil	annihilation	en	False	False	
video	video	en	False	False	
plead	plead	en	False	False	
acid	acid	en	False	False	
odd	odds	en	False	False	
click	click	en	False	False	
folk	folks	en	False	False	
compar	compare	en	False	False	
chicago	chicago	en	False	False	
wore	wore	en	False	False	
slight	slightly	en	False	False	
hardest	hardest	en	False	False	
moan	moan	en	False	False	
cell	cell	en	False	False	
rotten	rotten	en	False	False	
indian	indian	en	False	False	
plug	plug	en	False	False	
bird	bird	en	False	False	
involv	involved	en	False	False	
vibrat	vibration	en	False	False	
led	led	en	False	False	
despit	despite	en	False	False	
rocknrol	rock'n'roll	en	False	False	
sexi	sexy	en	False	False	
punch	punch	en	False	False	
swim	swim	en	False	False	
let	let	en	False	False	
sink	sink	en	False	False	
sing	sing	en	False	False	
palac	palace	en	False	False	
fifteen	fifteen	en	False	False	
sinc	since	en	False	False	
great	great	en	False	False	
northern	northern	en	False	False	
vacat	vacation	en	False	False	
host	host	en	False	False	
chao	chaos	en	False	False	
cafe	cafe	en	False	False	
earli	early	en	False	False	
opinion	opinion	en	False	False	
climb	climb	en	False	False	
honor	honor	en	False	False	
chanc	chance	en	False	False	
control	control	en	False	False	
danger	danger	en	False	False	
shake	shake	en	False	False	
win	win	en	False	False	
emot	emotions	en	False	False	
foundat	foundation	en	False	False	
blah	blah	en	False	False	
motor	motor	en	False	False	
cloud	clouds	en	False	False	
use	used	en	False	False	
doubl	double	en	False	False	
flat	flat	en	False	False	
next	next	en	False	False	
dynamit	dynamite	en	False	False	
doubt	doubt	en	False	False	
toy	toy	en	False	False	
clutch	clutch	en	False	False	
sort	sort	en	False	False	
don´t	don´t	en	False	False	
dash	dash	en	False	False	
clever	clever	en	False	False	
babe	babe	en	False	False	
porch	porch	en	False	False	
babi	baby	en	False	False	
fiend	fiend	en	False	False	
impress	impress	en	False	False	
stone	stone	en	False	False	
trail	trail	en	False	False	
train	train	en	False	False	
losin	losin'	en	False	False	
gambl	gamble	en	False	False	
harvest	harvest	en	False	False	
wretch	wretched	en	False	False	
women	women	en	False	False	
ace	ace	en	False	False	
spi	spy	en	False	False	
plan	plan	en	False	False	
ride	ride	en	False	False	
critic	critical	en	False	False	
roar	roar	en	False	False	
unreal	unreal	en	False	False	
obvious	obvious	en	False	False	
thin	thin	en	False	False	
island	island	en	False	False	
shook	shook	en	False	False	
meet	meet	en	False	False	
coffin	coffin	en	False	False	
aliv	alive	en	False	False	
masquerad	masquerade	en	False	False	
tap	tap	en	False	False	
pawn	pawn	en	False	False	
plate	plate	en	False	False	
process	process	en	False	False	
lock	locked	en	False	False	
high	high	en	False	False	
vultur	vultures	en	False	False	
tag	tag	en	False	False	
slip	slip	en	False	False	
martyr	martyr	en	False	False	
skirt	skirt	en	False	False	
crimin	criminal	en	False	False	
rape	rape	en	False	False	
lamb	lamb	en	False	False	
surfac	surface	en	False	False	
sip	sip	en	False	False	
sit	sit	en	False	False	
vibe	vibe	en	False	False	
six	six	en	False	False	
forest	forest	en	False	False	
dissolv	dissolve	en	False	False	
instead	instead	en	False	False	
panic	panic	en	False	False	
stock	stock	en	False	False	
altar	altar	en	False	False	
inhal	inhale	en	False	False	
sir	sir	en	False	False	
farm	farm	en	False	False	
stop	stop	en	False	False	
act	act	en	False	False	
paralyz	paralyzed	en	False	False	
canât	canât	en	False	False	
wrist	wrist	en	False	False	
attent	attention	en	False	False	
ceil	ceiling	en	False	False	
industri	industry	en	False	False	
physic	physical	en	False	False	
somethin	somethin'	en	False	False	
assassin	assassin	en	False	False	
bind	bind	en	False	False	
lame	lame	en	False	False	
robot	robot	en	False	False	
element	elements	en	False	False	
allow	allow	en	False	False	
batter	battered	en	False	False	
tunnel	tunnel	en	False	False	
steve	steve	en	False	False	
thigh	thighs	en	False	False	
movi	movie	en	False	False	
move	move	en	False	False	
galaxi	galaxy	en	False	False	
desper	desperate	en	False	False	
pine	pine	en	False	False	
dial	dial	en	False	False	
hunter	hunter	en	False	False	
stride	stride	en	False	False	
bunch	bunch	en	False	False	
perfect	perfect	en	False	False	
outer	outer	en	False	False	
chosen	chosen	en	False	False	
lamp	lamp	en	False	False	
decad	decade	en	False	False	
bye	bye	en	False	False	
filthi	filthy	en	False	False	
jukebox	jukebox	en	False	False	
dad	dad	en	False	False	
crash	crash	en	False	False	
sword	sword	en	False	False	
dam	dam	en	False	False	
spell	spell	en	False	False	
cover	cover	en	False	False	
flew	flew	en	False	False	
mention	mention	en	False	False	
snake	snake	en	False	False	
front	front	en	False	False	
scatter	scattered	en	False	False	
surviv	survive	en	False	False	
cage	cage	en	False	False	
day	day	en	False	False	
strive	strive	en	False	False	
billi	billy	en	False	False	
somewher	somewhere	en	False	False	
thrill	thrill	en	False	False	
anyth	anything	en	False	False	
feast	feast	en	False	False	
poetri	poetry	en	False	False	
slide	slide	en	False	False	
polit	politics	en	False	False	
truth	truth	en	False	False	
shirt	shirt	en	False	False	
beneath	beneath	en	False	False	
skate	skate	en	False	False	
unwind	unwind	en	False	False	
knive	knives	en	False	False	
bump	bump	en	False	False	
product	product	en	False	False	
consum	consume	en	False	False	
leavin	leavin'	en	False	False	
static	static	en	False	False	
bay	bay	en	False	False	
sexual	sexual	en	False	False	
wander	wander	en	False	False	
special	special	en	False	False	
attend	attend	en	False	False	
sentiment	sentimental	en	False	False	
bag	bag	en	False	False	
defend	defend	en	False	False	
venom	venom	en	False	False	
mate	mate	en	False	False	
distract	distraction	en	False	False	
sever	severed	en	False	False	
pledg	pledge	en	False	False	
wick	wicked	en	False	False	
charli	charlie	en	False	False	
defens	defense	en	False	False	
red	red	en	False	False	
obsess	obsession	en	False	False	
afford	afford	en	False	False	
franc	france	en	False	False	
shut	shut	en	False	False	
await	awaits	en	False	False	
insid	inside	en	False	False	
southern	southern	en	False	False	
templ	temple	en	False	False	
york	york	en	False	False	
anyhow	anyhow	en	False	False	
molli	molly	en	False	False	
bleed	bleed	en	False	False	
etern	eternal	en	False	False	
river	river	en	False	False	
yard	yard	en	False	False	
deserv	deserve	en	False	False	
lone	lonely	en	False	False	
guarante	guaranteed	en	False	False	
enchant	enchanted	en	False	False	
could	could	en	False	False	
keep	keep	en	False	False	
scari	scary	en	False	False	
shred	shreds	en	False	False	
outsid	outside	en	False	False	
mortal	mortal	en	False	False	
scare	scared	en	False	False	
south	south	en	False	False	
mankind	mankind	en	False	False	
frozen	frozen	en	False	False	
blown	blown	en	False	False	
sack	sack	en	False	False	
echo	echo	en	False	False	
date	date	en	False	False	
bitch	bitch	en	False	False	
digniti	dignity	en	False	False	
scent	scent	en	False	False	
fella	fellas	en	False	False	
booti	booty	en	False	False	
long	long	en	False	False	
glisten	glisten	en	False	False	
unknown	unknown	en	False	False	
habit	habit	en	False	False	
tribe	tribe	en	False	False	
messag	message	en	False	False	
attack	attack	en	False	False	
definit	definitely	en	False	False	
ruin	ruin	en	False	False	
termin	terminal	en	False	False	
final	finally	en	False	False	
boil	boiling	en	False	False	
misunderstood	misunderstood	en	False	False	
shell	shell	en	False	False	
stomach	stomach	en	False	False	
gear	gear	en	False	False	
big	big	en	False	False	
jesus	jesus	en	False	False	
punish	punishment	en	False	False	
shallow	shallow	en	False	False	
biggest	biggest	en	False	False	
maze	maze	en	False	False	
sex	sex	en	False	False	
shorti	shorty	en	False	False	
blind	blind	en	False	False	
practic	practice	en	False	False	
steel	steel	en	False	False	
photograph	photograph	en	False	False	
tangl	tangled	en	False	False	
rendezv	rendezvous	en	False	False	
bother	bother	en	False	False	
bed	bed	en	False	False	
bee	bee	en	False	False	
claim	claim	en	False	False	
becom	become	en	False	False	
lover	lover	en	False	False	
rate	rate	en	False	False	
penetr	penetrate	en	False	False	
steer	steer	en	False	False	
tango	tango	en	False	False	
clip	clip	en	False	False	
terribl	terrible	en	False	False	
journey	journey	en	False	False	
crucifi	crucified	en	False	False	
corrupt	corruption	en	False	False	
oughta	oughta	en	False	False	
rollin	rollin'	en	False	False	
throat	throat	en	False	False	
loos	loose	en	False	False	
yuh	yuh	en	False	False	
border	border	en	False	False	
shes	shes	en	False	False	
bastard	bastard	en	False	False	
expos	exposed	en	False	False	
you’r	you’re	en	False	False	
mix	mix	en	False	False	
unawar	unaware	en	False	False	
truck	truck	en	False	False	
singl	single	en	False	False	
tonight	tonight	en	False	False	
unless	unless	en	False	False	
limb	limbs	en	False	False	
combat	combat	en	False	False	
raindrop	raindrops	en	False	False	
salli	sally	en	False	False	
discov	discover	en	False	False	
presid	president	en	False	False	
hound	hound	en	False	False	
fragment	fragments	en	False	False	
hiphop	hip-hop	en	False	False	
satan	satan	en	False	False	
eight	eight	en	False	False	
tranc	trance	en	False	False	
class	class	en	False	False	
landscap	landscape	en	False	False	
prove	prove	en	False	False	
stereo	stereo	en	False	False	
urg	urge	en	False	False	
skinni	skinny	en	False	False	
gather	gather	en	False	False	
stronger	stronger	en	False	False	
sunris	sunrise	en	False	False	
deni	deny	en	False	False	
luci	lucy	en	False	False	
hardcor	hardcore	en	False	False	
coffe	coffee	en	False	False	
wow	wow	en	False	False	
fact	fact	en	False	False	
bell	bells	en	False	False	
affair	affair	en	False	False	
entertain	entertain	en	False	False	
frighten	frightened	en	False	False	
anyway	anyway	en	False	False	
brother	brother	en	False	False	
bring	bring	en	False	False	
empir	empire	en	False	False	
bedroom	bedroom	en	False	False	
slippin	slippin'	en	False	False	
chicken	chicken	en	False	False	
darkest	darkest	en	False	False	
texa	texas	en	False	False	
leg	legs	en	False	False	
duck	duck	en	False	False	
tire	tired	en	False	False	
blowin	blowin'	en	False	False	
illus	illusion	en	False	False	
winner	winner	en	False	False	
jar	jar	en	False	False	
forev	forever	en	False	False	
brighter	brighter	en	False	False	
envi	envy	en	False	False	
regga	reggae	en	False	False	
suppos	supposed	en	False	False	
fuel	fuel	en	False	False	
local	local	en	False	False	
hope	hope	en	False	False	
meant	meant	en	False	False	
workin	workin'	en	False	False	
satisfact	satisfaction	en	False	False	
familiar	familiar	en	False	False	
dope	dope	en	False	False	
disagre	disagree	en	False	False	
beam	beam	en	False	False	
bean	beans	en	False	False	
rumbl	rumble	en	False	False	
redeem	redeemed	en	False	False	
increas	increase	en	False	False	
lucki	lucky	en	False	False	
endless	endless	en	False	False	
gray	gray	en	False	False	
organ	organ	en	False	False	
possibl	possible	en	False	False	
state	state	en	False	False	
crow	crow	en	False	False	
stuff	stuff	en	False	False	
contain	contain	en	False	False	
shi	shy	en	False	False	
watchin	watchin'	en	False	False	
view	view	en	False	False	
toe	toes	en	False	False	
prais	praise	en	False	False	
bucket	bucket	en	False	False	
frame	frame	en	False	False	
pitch	pitch	en	False	False	
apolog	apologize	en	False	False	
disgust	disgust	en	False	False	
powder	powder	en	False	False	
stack	stack	en	False	False	
closer	closer	en	False	False	
contempl	contemplate	en	False	False	
wire	wire	en	False	False	
closet	closet	en	False	False	
nuclear	nuclear	en	False	False	
cruel	cruel	en	False	False	
tend	tend	en	False	False	
sublim	sublime	en	False	False	
proof	proof	en	False	False	
destini	destiny	en	False	False	
spare	spare	en	False	False	
progress	progress	en	False	False	
neither	neither	en	False	False	
lip	lips	en	False	False	
junki	junkie	en	False	False	
bought	bought	en	False	False	
pipe	pipe	en	False	False	
merri	merry	en	False	False	
amen	amen	en	False	False	
joy	joy	en	False	False	
sorrow	sorrow	en	False	False	
notion	notion	en	False	False	
entir	entire	en	False	False	
joe	joe	en	False	False	
key	key	en	False	False	
disconnect	disconnected	en	False	False	
precious	precious	en	False	False	
swift	swift	en	False	False	
david	david	en	False	False	
revers	reverse	en	False	False	
drum	drum	en	False	False	
weav	weave	en	False	False	
joke	joke	en	False	False	
equal	equal	en	False	False	
drug	drugs	en	False	False	
display	display	en	False	False	
april	april	en	False	False	
doorway	doorway	en	False	False	
succeed	succeed	en	False	False	
grain	grain	en	False	False	
puls	pulse	en	False	False	
passag	passage	en	False	False	
swallow	swallow	en	False	False	
darker	darker	en	False	False	
afraid	afraid	en	False	False	
glorious	glorious	en	False	False	
aye	aye	en	False	False	
comment	comment	en	False	False	
jim	jim	en	False	False	
author	authority	en	False	False	
wall	wall	en	False	False	
walk	walk	en	False	False	
reborn	reborn	en	False	False	
solv	solve	en	False	False	
laugh	laugh	en	False	False	
cousin	cousin	en	False	False	
respect	respect	en	False	False	
quit	quite	en	False	False	
revolut	revolution	en	False	False	
slowli	slowly	en	False	False	
tread	tread	en	False	False	
maid	maid	en	False	False	
cent	cent	en	False	False	
willi	willie	en	False	False	
center	center	en	False	False	
besid	beside	en	False	False	
treat	treat	en	False	False	
motherfuck	motherfucker	en	False	False	
poet	poet	en	False	False	
feather	feather	en	False	False	
kitchen	kitchen	en	False	False	
cheek	cheek	en	False	False	
mike	mike	en	False	False	
circus	circus	en	False	False	
nickel	nickel	en	False	False	
treasur	treasure	en	False	False	
presenc	presence	en	False	False	
face	face	en	False	False	
protect	protect	en	False	False	
hmm	hmm	en	False	False	
bull	bull	en	False	False	
general	general	en	False	False	
present	present	en	False	False	
holiday	holiday	en	False	False	
comput	computer	en	False	False	
plain	plain	en	False	False	
harder	harder	en	False	False	
defin	define	en	False	False	
decept	deception	en	False	False	
wild	wild	en	False	False	
scene	scene	en	False	False	
observ	observe	en	False	False	
coz	coz	en	False	False	
almost	almost	en	False	False	
blood	blood	en	False	False	
cultur	culture	en	False	False	
fruit	fruit	en	False	False	
girlfriend	girlfriend	en	False	False	
motiv	motivation	en	False	False	
thug	thug	en	False	False	
partner	partner	en	False	False	
clone	clone	en	False	False	
whore	whore	en	False	False	
tattoo	tattoo	en	False	False	
uniti	unity	en	False	False	
denial	denial	en	False	False	
tas	t'as	en	False	False	
welcom	welcome	en	False	False	
parti	party	en	False	False	
began	began	en	False	False	
headlight	headlights	en	False	False	
satisfi	satisfied	en	False	False	
cross	cross	en	False	False	
handl	handle	en	False	False	
cope	cope	en	False	False	
auto	auto	en	False	False	
underground	underground	en	False	False	
easi	easy	en	False	False	
cream	cream	en	False	False	
womb	womb	en	False	False	
ball	ball	en	False	False	
slave	slave	en	False	False	
dusk	dusk	en	False	False	
drink	drink	en	False	False	
upon	upon	en	False	False	
effect	effect	en	False	False	
romeo	romeo	en	False	False	
beast	beast	en	False	False	
issu	issue	en	False	False	
collid	collide	en	False	False	
dust	dust	en	False	False	
cigarett	cigarette	en	False	False	
nation	nation	en	False	False	
judgment	judgment	en	False	False	
killer	killer	en	False	False	
curv	curve	en	False	False	
shotgun	shotgun	en	False	False	
colour	colour	en	False	False	
knowledg	knowledge	en	False	False	
well	well	en	False	False	
messiah	messiah	en	False	False	
thought	thought	en	False	False	
choos	choose	en	False	False	
knight	knight	en	False	False	
latest	latest	en	False	False	
distanc	distance	en	False	False	
kiss	kiss	en	False	False	
rocket	rocket	en	False	False	
less	less	en	False	False	
weekend	weekend	en	False	False	
mistaken	mistaken	en	False	False	
gun	gun	en	False	False	
tone	tone	en	False	False	
paul	paul	en	False	False	
glue	glue	en	False	False	
distress	distress	en	False	False	
web	web	en	False	False	
wee	wee	en	False	False	
devast	devastation	en	False	False	
fellow	fellow	en	False	False	
flee	flee	en	False	False	
drunk	drunk	en	False	False	
sky	sky	en	False	False	
bullshit	bullshit	en	False	False	
drew	drew	en	False	False	
add	add	en	False	False	
generat	generation	en	False	False	
crack	crack	en	False	False	
ohhh	ohhh	en	False	False	
ought	ought	en	False	False	
match	match	en	False	False	
livin	livin'	en	False	False	
fate	fate	en	False	False	
admit	admit	en	False	False	
piec	piece	en	False	False	
five	five	en	False	False	
know	know	en	False	False	
unseen	unseen	en	False	False	
tick	tick	en	False	False	
betti	betty	en	False	False	
loss	loss	en	False	False	
like	like	en	False	False	
lost	lost	en	False	False	
incred	incredible	en	False	False	
bibl	bible	en	False	False	
corpor	corporate	en	False	False	
clown	clown	en	False	False	
bark	bark	en	False	False	
heed	heed	en	False	False	
lose	lose	en	False	False	
chick	chick	en	False	False	
juic	juice	en	False	False	
soft	soft	en	False	False	
page	page	en	False	False	
candi	candy	en	False	False	
shed	shed	en	False	False	
nigga	nigga	en	False	False	
captur	captured	en	False	False	
thief	thief	en	False	False	
hail	hail	en	False	False	
hair	hair	en	False	False	
daylight	daylight	en	False	False	
reviv	revive	en	False	False	
homi	homie	en	False	False	
proper	proper	en	False	False	
home	home	en	False	False	
blade	blade	en	False	False	
thiev	thieves	en	False	False	
guid	guide	en	False	False	
lead	lead	en	False	False	
broad	broad	en	False	False	
avoid	avoid	en	False	False	
lean	lean	en	False	False	
thank	thank	en	False	False	
chapter	chapter	en	False	False	
leap	leap	en	False	False	
fountain	fountain	en	False	False	
passion	passion	en	False	False	
settl	settle	en	False	False	
hunger	hunger	en	False	False	
behav	behave	en	False	False	
nake	naked	en	False	False	
leader	leader	en	False	False	
trap	trapped	en	False	False	
birthday	birthday	en	False	False	
obey	obey	en	False	False	
worthi	worthy	en	False	False	
ident	identity	en	False	False	
bathroom	bathroom	en	False	False	
parasit	parasite	en	False	False	
singin	singin'	en	False	False	
forgiv	forgive	en	False	False	
glori	glory	en	False	False	
although	although	en	False	False	
instinct	instinct	en	False	False	
vengeanc	vengeance	en	False	False	
swept	swept	en	False	False	
stage	stage	en	False	False	
throne	throne	en	False	False	
sister	sister	en	False	False	
quarter	quarter	en	False	False	
rare	rare	en	False	False	
knowin	knowin'	en	False	False	
linger	linger	en	False	False	
justic	justice	en	False	False	
freedom	freedom	en	False	False	
waist	waist	en	False	False	
cleans	cleanse	en	False	False	
thirti	thirty	en	False	False	
courag	courage	en	False	False	
chrome	chrome	en	False	False	
fear	fear	en	False	False	
swear	swear	en	False	False	
sweat	sweat	en	False	False	
avenu	avenue	en	False	False	
fals	false	en	False	False	
tomb	tomb	en	False	False	
diablo	diablo	en	False	False	
absolut	absolutely	en	False	False	
societi	society	en	False	False	
owe	owe	en	False	False	
tight	tight	en	False	False	
tortur	torture	en	False	False	
perman	permanent	en	False	False	
automat	automatic	en	False	False	
weather	weather	en	False	False	
lung	lungs	en	False	False	
brush	brush	en	False	False	
awhil	awhile	en	False	False	
kinda	kinda	en	False	False	
pussi	pussy	en	False	False	
dug	dug	en	False	False	
invad	invade	en	False	False	
mississippi	mississippi	en	False	False	
crave	crave	en	False	False	
pictur	picture	en	False	False	
spiral	spiral	en	False	False	
feat	(feat.	en	False	False	
threat	threat	en	False	False	
appl	apple	en	False	False	
inner	inner	en	False	False	
buy	buy	en	False	False	
north	north	en	False	False	
noel	noel	en	False	False	
innoc	innocent	en	False	False	
bus	bus	en	False	False	
brand	brand	en	False	False	
wed	wedding	en	False	False	
continu	continue	en	False	False	
nut	nuts	en	False	False	
whistl	whistle	en	False	False	
grate	grateful	en	False	False	
eas	ease	en	False	False	
ear	ears	en	False	False	
eat	eat	en	False	False	
wherev	wherever	en	False	False	
count	count	en	False	False	
selfish	selfish	en	False	False	
made	made	en	False	False	
wise	wise	en	False	False	
whether	whether	en	False	False	
wish	wish	en	False	False	
smooth	smooth	en	False	False	
flip	flip	en	False	False	
troubl	trouble	en	False	False	
whoa	whoa	en	False	False	
record	record	en	False	False	
belov	beloved	en	False	False	
limit	limit	en	False	False	
hesit	hesitate	en	False	False	
cake	cake	en	False	False	
problem	problem	en	False	False	
pin	pin	en	False	False	
whisper	whisper	en	False	False	
pig	pig	en	False	False	
twist	twist	en	False	False	
jenni	jenny	en	False	False	
ink	ink	en	False	False	
penni	penny	en	False	False	
pit	pit	en	False	False	
happen	happen	en	False	False	
beckon	beckon	en	False	False	
groov	groove	en	False	False	
boot	boots	en	False	False	
cave	cave	en	False	False	
saviour	saviour	en	False	False	
book	book	en	False	False	
futur	future	en	False	False	
sick	sick	en	False	False	
behold	behold	en	False	False	
talkin	talkin'	en	False	False	
reckless	reckless	en	False	False	
adam	adam	en	False	False	
junk	junk	en	False	False	
repeat	repeat	en	False	False	
star	stars	en	False	False	
monday	monday	en	False	False	
vega	vegas	en	False	False	
june	june	en	False	False	
reput	reputation	en	False	False	
stab	stab	en	False	False	
attempt	attempt	en	False	False	
throughout	throughout	en	False	False	
basement	basement	en	False	False	
veil	veil	en	False	False	
humbl	humble	en	False	False	
vein	veins	en	False	False	
goin	goin'	en	False	False	
ghost	ghost	en	False	False	
jewel	jewels	en	False	False	
rule	rules	en	False	False	
paranoia	paranoia	en	False	False	
fifti	fifty	en	False	False	
raven	raven	en	False	False	
yell	yell	en	False	False	
confess	confess	en	False	False	
sincer	sincere	en	False	False	
