stem	word_m	lang_GT_API	stopword
mala	mala	es	False
explod	explode	en	False
orlean	orleans	en	False
shark	shark	en	False
bam	bam	en	False
wieder	wieder	de	True
rua	rua	pt	False
brown	brown	en	False
challeng	challenge	en	False
share	share	en	False
accept	accept	en	False
autumn	autumn	en	False
fiddl	fiddle	en	False
azul	azul	es	False
poni	pony	en	False
wet	wet	en	False
explor	explore	en	False
explos	explosion	en	False
pone	pone	es	False
sharp	sharp	en	False
scar	scars	en	False
dress	dress	en	False
condemn	condemned	en	False
toni	tony	en	False
siren	sirens	en	False
cours	course	en	False
court	court	en	False
untru	untrue	en	False
divid	divide	en	False
rather	rather	en	False
anoth	another	en	False
comfort	comfort	en	False
breast	breast	en	False
divin	divine	en	False
voltar	voltar	pt	False
fame	fame	en	False
musica	musica	it	False
cling	cling	en	False
calma	calma	es	False
vorbei	vorbei	de	False
oye	oye	es	False
strong	strong	en	False
simpl	simple	en	False
needl	needle	en	False
unabl	unable	en	False
plant	plant	en	False
okay	okay	en	False
eterno	eterno	pt	False
rude	rude	en	False
whirl	whirl	en	False
our	our	en	True
blacken	blackened	en	False
sneak	sneak	en	False
reflect	reflection	en	False
fa	fa		
plane	plane	en	False
embrac	embrace	en	False
fe	fe		
numb	numb	en	False
quisiera	quisiera	es	False
fi	fi		
maar	maar	nl	True
bloom	bloom	en	False
sehen	sehen	de	False
fo	fo		
a	a		
planet	planet	en	False
circumst	circumstance	en	False
twelv	twelve	en	False
kein	kein	de	True
read	read	en	False
coat	coat	en	False
doctor	doctor	en	False
children	children	en	False
combin	combination	en	False
dragon	dragon	en	False
caus	'cause	en	False
coal	coal	en	False
shore	shore	en	False
ego	ego	en	False
dread	dread	en	False
shade	shade	en	False
media	media	en	False
aller	aller	fr	False
minuto	minuto	es	False
dream	dream	en	False
paz	paz	es	False
herida	herida	es	False
ding	ding	nl	False
help	help	en	False
pant	pants	en	False
somo	somos	es	True
soon	soon	en	False
trade	trade	en	False
held	held	en	False
paper	paper	en	False
through	through	en	True
sere	sere	it	False
pane	pane	it	False
hell	hell	en	False
perhap	perhaps	en	False
suffer	suffer	en	False
realiz	realize	en	False
24	24		
style	style	en	False
meinen	meinen	de	True
pens	pense	fr	False
glide	glide	en	False
sopra	sopra	it	False
late	late	en	False
grade	grade	en	False
allt	allt	sv	True
lucif	lucifer	en	False
pena	pena	pt	False
lontano	lontano	it	False
speech	speech	en	False
bout	'bout	fr	False
team	team	en	False
might	might	en	False
alter	alter	de	False
suppli	supply	en	False
yi	yi		
ant	antes	es	True
good	good	en	False
return	return	en	False
yo	yo		
ya	ya		
mientra	mientras	es	False
pollut	pollution	en	False
ye	ye		
uhh	uhh	en	False
miedo	miedo	es	False
ficar	ficar	pt	False
somebodi	somebody	en	False
laiss	laisse	fr	False
dedo	dedos	es	False
farewel	farewell	en	False
foot	foot	en	False
disgrac	disgrace	en	False
musiqu	musique	fr	False
adventur	adventure	en	False
complain	complain	en	False
bigger	bigger	en	False
virtu	virtue	en	False
tuoi	tuoi	it	True
fairi	fairy	en	False
2x	(2x)	sv	False
donc	donc	fr	False
vara	vara	sv	True
porta	porta	it	False
mysteri	mystery	en	False
did	did	en	True
achiev	achieve	en	False
naughti	naughty	en	False
eager	eager	en	False
teas	tease	en	False
ceas	cease	en	False
found	found	en	False
friendship	friendship	en	False
breakdown	breakdown	en	False
harm	harm	en	False
shock	shock	en	False
england	england	en	False
mental	mental	en	False
weight	weight	en	False
meaningless	meaningless	en	False
colder	colder	en	False
fish	fish	en	False
hard	hard	en	False
idea	idea	en	False
terrifi	terrified	en	False
realli	really	en	False
heavi	heavy	en	False
sober	sober	en	False
toda	toda	es	False
finish	finish	en	False
expect	expect	en	False
fist	fist	en	False
aldrig	aldrig	da	False
into	into	en	True
energi	energy	en	False
beyond	beyond	en	False
todo	todo	es	True
nosso	nosso	pt	True
flower	flowers	en	False
safeti	safety	en	False
alcohol	alcohol	en	False
suprem	supreme	en	False
glitter	glitter	en	False
dónde	dónde	es	False
princ	prince	en	False
bubbl	bubble	en	False
si	si		
health	health	en	False
hill	hill	en	False
7	7		
print	print	en	False
tí	tí		
san	sans	fr	False
highway	highway	en	False
ass	ass	en	False
pum	pum	cy	
bald	bald	de	False
bass	bass	en	False
dirt	dirt	en	False
pue	pues	es	False
friday	friday	en	False
guess	guess	en	False
dune	d'une	fr	False
ness	ness	en	False
mmm	mmm	en	False
dit	dit	nl	True
reason	reason	en	False
heroin	heroin	en	False
será	será	pt	True
believ	believe	en	False
dire	dire	fr	False
put	put	en	False
teach	teach	en	False
ash	ashes	en	False
pasado	pasado	es	False
sidewalk	sidewalk	en	False
thrown	thrown	en	False
alt	alt	da	True
legion	legions	en	False
prophet	prophet	en	False
fearless	fearless	en	False
so	so		
voor	voor	nl	True
struggl	struggle	en	False
sicken	sickening	en	False
deje	dejes	es	False
wither	withered	en	False
cloudi	cloudy	en	False
w	w		
dejo	dejo	es	False
heartbeat	heartbeat	en	False
lifetim	lifetime	en	False
fallen	fallen	en	False
virgin	virgin	en	False
feed	feed	en	False
sympathi	sympathy	en	False
major	major	en	False
bonito	bonito	pt	False
dont	dont	fr	False
hopin	hopin'	sq	
wilder	wilderness	en	False
feel	feel	en	False
nach	nach	de	True
number	number	en	False
evolut	evolution	en	False
feet	feet	en	False
cada	cada	es	False
sailor	sailor	en	False
done	done	en	False
dond	donde	es	True
dong	dong	vi	
blank	blank	en	False
guard	guard	en	False
mist	mist	en	False
miss	miss	en	False
fanci	fancy	en	False
donn	donne	it	False
passer	passer	fr	False
razor	razor	en	False
differ	different	en	False
killin	killin'	en	False
kom	kom	sv	False
guest	guest	en	False
jet	jet	en	False
nome	nome	pt	False
blossom	blossom	en	False
avec	avec	fr	True
mont	monte	it	False
least	least	en	False
collar	collar	en	False
player	player	en	False
contra	contra	es	True
stori	story	en	False
robe	robe	fr	False
jeg	jeg	no	True
storm	storm	en	False
ze	ze		
mama	mama	zh-CN	
master	master	en	False
scheme	scheme	en	False
jen	j'en	fr	False
banana	banana	en	False
store	store	en	False
pare	pare	ro	False
parc	parce	fr	False
saint	saint	en	False
para	para	es	True
pump	pump	en	False
month	months	en	False
hotel	hotel	en	False
park	park	en	False
música	música	pt	False
asshol	asshole	en	False
za	za		
mmmm	mmmm	en	False
då	då		
corpo	corpo	pt	False
part	part	en	False
prend	prends	fr	False
twenti	twenty	en	False
schon	schon	de	False
grace	grace	en	False
reliev	relieve	en	False
king	king	en	False
kind	kind	en	False
b	b		
sta	sta	it	True
whenev	whenever	en	False
perfum	perfume	en	False
remov	remove	en	False
sto	sto	bs	
dans	danse	fr	False
aah	aah	ar	False
vocal	vocal	en	False
horizont	horizonte	pt	False
youth	youth	en	False
bride	bride	en	False
asham	ashamed	en	False
stalk	stalking	en	False
esquina	esquina	es	False
pienso	pienso	es	False
ô	ô		
danc	dance	en	False
weapon	weapon	en	False
contr	contre	fr	False
outta	outta	en	False
atmospher	atmosphere	en	False
belli	belly	en	False
croi	crois	fr	False
aussi	aussi	fr	False
queria	queria	pt	False
complet	complete	en	False
blond	blonde	en	False
dedic	dedicated	en	False
steht	steht	de	False
piensa	piensa	es	False
sell	sell	en	False
lie	lies	en	False
advanc	advance	en	False
jour	jour	fr	False
built	built	en	False
dude	dude	en	False
blanco	blanco	es	False
lil	lil'	en	False
blanca	blanca	es	False
self	self	en	False
euch	euch	de	True
couch	couch	en	False
lit	lit	fr	False
also	also	en	False
liv	liv	sv	False
without	without	en	False
pasar	pasar	id	False
build	build	en	False
command	command	en	False
waitin	waitin'	en	False
play	play	en	False
parl	parle	fr	False
sleepin	sleepin'	en	False
tuve	tuve	es	True
kad	kad	lt	
victim	victim	en	False
english	english	en	False
reach	reach	en	False
chart	charts	en	False
essa	essa	pt	True
perro	perro	es	False
virus	virus	en	False
3x	(3x)	ar	False
charm	charm	en	False
pari	paris	fr	False
diferent	diferente	pt	False
suitcas	suitcase	en	False
glück	glück	de	False
charg	charge	en	False
amaz	amazing	en	False
ka	ka		
ke	ke		
minha	minha	pt	True
unspoken	unspoken	en	False
clear	clear	en	False
minä	minä	fi	True
destruct	destruction	en	False
clean	clean	en	False
repli	reply	en	False
weigh	weigh	en	False
barrel	barrel	en	False
i`m	i`m	en	False
nube	nubes	es	False
gleich	gleich	de	False
nessuno	nessuno	it	False
gold	gold	en	False
tener	tener	es	False
melodi	melody	en	False
flicker	flicker	en	False
croir	croire	fr	False
gefühl	gefühl	de	False
golp	golpe	es	False
há	há		
quedan	quedan	es	False
fino	fino	it	False
finn	finns	sv	False
ojo	ojos	es	False
font	font	fr	False
fine	fine	en	False
find	find	en	False
paus	pause	en	False
giant	giant	en	False
sayin	sayin'	en	False
pretti	pretty	en	False
sentenc	sentence	en	False
nervous	nervous	en	False
bonheur	bonheur	fr	False
writer	writer	en	False
solut	solution	en	False
quel	quel	it	False
vision	vision	en	False
piedra	piedra	es	False
beat	beat	en	False
jazz	jazz	en	False
quer	quer	pt	False
traum	traum	de	False
betray	betrayed	en	False
money	money	en	False
8	8		
unhappi	unhappy	en	False
gå	gå		
hip	hip	en	False
shepherd	shepherds	en	False
remedi	remedy	en	False
his	his	en	True
hit	hit	en	False
mein	mein	de	True
bend	bend	en	False
express	express	en	False
estrella	estrellas	es	False
famous	famous	en	False
grew	grew	en	False
hid	hid	en	False
stir	stir	en	False
compass	compassion	en	False
jetzt	jetzt	de	True
jsui	j'suis	fr	False
hij	hij	nl	True
silk	silk	en	False
sunni	sunny	en	False
him	him	en	True
hin	hin	de	True
merci	mercy	en	False
appeal	appeal	en	False
timeless	timeless	en	False
foto	foto	id	False
proclaim	proclaim	en	False
enemi	enemy	en	False
booz	booze	en	False
geld	geld	de	False
common	common	en	False
gotten	gotten	en	False
verdad	verdad	es	False
nowher	nowhere	en	False
hon	hon	sv	True
sew	sew	en	False
seventeen	seventeen	en	False
set	set	en	False
art	art	en	False
ser	ser	pt	False
delus	delusion	en	False
creator	creator	en	False
overwhelm	overwhelmed	en	False
jade	jaded	en	False
vine	vine	ro	False
around	around	en	False
grey	grey	en	False
bara	bara	sv	False
idol	idol	en	False
lion	lion	en	False
sed	sed	la	
dumb	dumb	en	False
are	are	en	True
sea	sea	en	False
tender	tender	en	False
close	close	en	False
laat	laat	nl	False
aunqu	aunque	es	False
arm	arms	en	False
sei	sei	de	False
seh	seh	de	False
seal	seal	en	False
project	projects	en	False
movin	movin'	en	False
spiritu	spiritual	en	False
fuist	fuiste	es	True
dann	dann	de	True
someth	something	en	False
wail	wail	en	False
guitarra	guitarra	es	False
case	case	en	False
woo	woo	en	False
won	won	en	True
woh	woh	en	False
lei	lei	ro	False
woe	woe	en	False
guilt	guilt	en	False
hold	hold	en	False
experi	experience	en	False
dein	dein	de	True
kneel	kneel	en	False
piss	piss	en	False
concentr	concentrate	en	False
soll	soll	de	True
makeup	makeup	en	False
shinin	shinin'	ja	
iron	iron	en	False
goddamn	goddamn	en	False
barrio	barrio	es	False
sold	sold	en	False
sole	sole	en	False
isol	isolation	en	False
sola	sola	es	False
spray	spray	en	False
samba	samba	pt	False
arrang	arranged	en	False
ikk	ikke	no	True
jeder	jeder	de	True
cristal	cristal	es	False
purpl	purple	en	False
tres	tres	es	False
että	että	fi	True
sufrir	sufrir	es	False
both	both	en	True
c	c		
toward	towards	en	False
last	last	en	False
thou	thou	en	False
breakin	breakin'	en	False
alon	alone	en	False
troppo	troppo	it	False
foreign	foreign	en	False
alor	alors	fr	False
razón	razón	es	False
secreto	secreto	es	False
forgotten	forgotten	en	False
¿qué	¿qué	es	False
bond	bond	en	False
afar	afar	is	
blaze	blaze	en	False
load	load	en	False
gypsi	gypsy	en	False
childhood	childhood	en	False
simpli	simply	en	False
reject	reject	en	False
point	point	en	False
olla	olla	fi	True
sweet	sweet	en	False
sweep	sweep	en	False
rosa	rosa	it	False
dancer	dancer	en	False
majesti	majesty	en	False
church	church	en	False
rave	rave	en	False
mistak	mistake	en	False
pensamiento	pensamiento	es	False
bridg	bridge	en	False
deceiv	deceive	en	False
belt	belt	en	False
sonrisa	sonrisa	es	False
worthless	worthless	en	False
devil	devil	en	False
filth	filth	en	False
dum	dum	eo	
dun	d'un	fr	False
pu	pu		
dub	dub	en	False
blink	blink	en	False
due	due	en	False
empti	empty	en	False
miser	miserable	en	False
depui	depuis	fr	False
whom	whom	en	True
secret	secret	en	False
pa	pa		
damn	damn	en	False
pe	pe		
threaten	threatening	en	False
brick	brick	en	False
pi	pieds	fr	False
po	po'	ru	False
woke	woke	en	False
dame	dame	en	False
firm	firm	en	False
invis	invisible	en	False
sweetheart	sweetheart	en	False
modern	modern	en	False
flight	flight	en	False
champion	champion	en	False
gay	gay	en	False
pronto	pronto	es	False
fire	fire	en	False
infect	infected	en	False
imag	image	en	False
aprè	après	fr	False
gas	gas	en	False
gar	gar	de	False
demasiado	demasiado	es	False
gal	gal	lt	
understand	understand	en	False
occhi	occhi	it	False
vuol	vuole	it	False
demand	demand	en	False
educ	education	en	False
cantar	cantar	es	False
funk	funk	en	False
convers	conversation	en	False
highest	highest	en	False
stolen	stolen	en	False
ignit	ignite	en	False
look	look	en	False
tambien	tambien	es	False
cur	cur	en	False
solid	solid	en	False
straight	straight	en	False
bill	bill	en	False
här	här	sv	True
crazi	crazy	en	False
rope	rope	en	False
pace	pace	en	False
while	while	en	True
caress	caress	en	False
kick	kick	en	False
abov	above	en	True
error	error	en	False
fun	fun	en	False
fleet	fleeting	en	False
sombra	sombra	es	False
ruido	ruido	es	False
andar	andar	pt	False
everyon	everyone	en	False
pack	pack	en	False
grip	grip	en	False
gimm	gimme	en	False
pound	pound	en	False
esperanza	esperanza	es	False
readi	ready	en	False
mystic	mystic	en	False
von	von	de	True
demon	demons	en	False
voi	vois	fr	False
rip	rip	en	False
feliz	feliz	pt	False
rio	rio	pt	False
vow	vow	en	False
vor	vor	de	True
centuri	century	en	False
decay	decay	en	False
rid	rid	en	False
vanish	vanish	en	False
anguish	anguish	en	False
ohhhh	ohhhh	tl	
voz	voz	es	False
chase	chase	en	False
wrath	wrath	en	False
resurrect	resurrection	en	False
importa	importa	es	False
starlight	starlight	en	False
grant	granted	en	False
belong	belong	en	False
butcher	butcher	en	False
funni	funny	en	False
basta	basta	it	False
grand	grand	fr	False
9	9		
ray	ray	en	False
boom	boom	en	False
memphi	memphis	en	False
higher	higher	en	False
pray	pray	en	False
caer	caer	es	False
appreci	appreciate	en	False
tower	tower	en	False
itch	itch	en	False
mountain	mountain	en	False
camera	camera	en	False
defeat	defeat	en	False
se	se		
haus	haus	de	False
moment	moment	en	False
000	000	en	False
seren	serenity	en	False
extrem	extreme	en	False
giorni	giorni	it	False
mot	mots	fr	False
giorno	giorno	it	False
weird	weird	en	False
adentro	adentro	es	False
haga	haga	es	False
lower	lower	en	False
older	older	en	False
primavera	primavera	it	False
adesso	adesso	it	False
spent	spent	en	False
hago	hago	es	False
person	person	en	False
cheer	cheer	en	False
chees	cheese	en	False
elev	elevator	en	False
f	f		
y	y		
revolv	revolver	en	False
tast	taste	en	False
spend	spend	en	False
howl	howling	en	False
mon	mon	fr	True
i’m	i’m	en	False
coup	coup	fr	False
chord	chords	en	False
burden	burden	en	False
blur	blur	en	False
tanto	tanto	es	True
claro	claro	es	False
obscur	obscure	en	False
nuestra	nuestra	es	True
shape	shape	en	False
you´r	you´re	en	False
world	world	en	False
i’v	i’ve	tr	False
unto	unto	en	False
nuestro	nuestro	es	True
wage	wage	en	False
cut	cut	en	False
cup	cup	en	False
ciel	ciel	fr	False
cuz	cuz	en	False
calor	calor	es	False
havin	havin'	en	False
arriba	arriba	es	False
grin	grin	en	False
voll	voll	de	False
snap	snap	en	False
hombr	hombre	es	False
cum	cum	ro	True
hater	haters	en	False
bin	bin	de	True
wil	wil	nl	True
march	march	en	False
maria	maria	pt	False
amart	amarte	es	False
bleibt	bleibt	de	False
bid	bid	en	False
sittin	sittin'	en	False
almighti	almighty	en	False
lovin	lovin'	en	False
judgement	judgement	en	False
game	game	en	False
quest	quest	en	False
volver	volver	es	False
warmth	warmth	en	False
bit	bit	en	False
awaken	awaken	en	False
bir	bir	tr	False
paint	paint	en	False
vino	vino	es	False
bruis	bruised	en	False
knock	knock	en	False
d	d		
spine	spine	en	False
confront	confront	en	False
signal	signal	en	False
clay	clay	en	False
glove	glove	en	False
strife	strife	en	False
chorus	chorus	en	False
collect	collect	en	False
een	een	nl	True
conceiv	conceive	en	False
donna	donna	it	False
gloom	gloom	en	False
sleigh	sleigh	en	False
cruis	cruise	en	False
foolish	foolish	en	False
parar	parar	pt	False
mighti	mighty	en	False
often	often	en	False
mía	mía	es	True
mío	mío	es	True
spring	spring	en	False
christian	christian	en	False
creation	creation	en	False
some	some	en	True
back	back	en	False
understood	understood	en	False
palm	palm	en	False
loser	loser	en	False
sight	sight	en	False
mirror	mirror	en	False
wonderland	wonderland	en	False
curious	curious	en	False
surpris	surprise	en	False
pale	pale	en	False
senseless	senseless	en	False
rien	rien	fr	False
scale	scale	en	False
chocol	chocolate	en	False
maiden	maiden	en	False
encuentro	encuentro	es	False
schön	schön	de	False
pet	pet	en	False
peu	peu	fr	False
ave	ave	en	False
shall	shall	en	False
medo	medo	pt	False
per	per	it	True
religion	religion	en	False
pelo	pelo	pt	True
sagen	sagen	de	False
larg	large	en	False
undon	undone	en	False
anni	annie	en	False
fuori	fuori	it	False
vece	veces	es	False
pela	pela	pt	True
kai	kai	el	
anna	anna	en	False
either	either	en	False
machin	machine	en	False
be	be		
sixteen	sixteen	en	False
run	run	en	False
ba	ba		
rum	rum	sv	False
rub	rub	ru	False
word	words	en	False
bo	bo		
rug	rug	en	False
rue	rue	fr	False
nuevo	nuevo	es	False
bu	bu		
step	step	en	False
weil	weil	de	True
hän	hän	fi	True
squeez	squeeze	en	False
santa	santa	en	False
starri	starry	en	False
santo	santo	pt	False
crap	crap	en	False
carol	carol	en	False
by	by		
nueva	nueva	es	False
shine	shine	en	False
faith	faith	en	False
candl	candle	en	False
mão	mão	pt	False
most	most	en	True
searchin	searchin'	en	False
bist	bist	de	True
perd	perd	fr	False
shini	shiny	en	False
brooklyn	brooklyn	en	False
valentin	valentine	en	False
drama	drama	en	False
duda	duda	es	False
idl	idle	en	False
dine	dine	da	False
heel	heels	en	False
pudiera	pudiera	es	False
wanna	wanna	en	False
block	block	en	False
sua	sua	pt	True
miracl	miracle	en	False
genocid	genocide	en	False
real	real	en	False
fan	fan	en	False
pero	pero	es	True
hermano	hermano	es	False
within	within	en	False
usual	usually	en	False
momma	momma	en	False
jimmi	jimmy	en	False
fallin	fallin'	en	False
chang	change	en	False
lesson	lesson	en	False
ann	ann	en	False
alguém	alguém	pt	False
stench	stench	en	False
holla	holla	en	False
desol	desolate	en	False
tú	tú		
ao	ao		
allí	allí	es	False
tô	tô		
question	question	en	False
pierdo	pierdo	es	False
submit	submit	en	False
liegt	liegt	de	False
feu	feu	fr	False
parec	parece	es	False
keinen	keinen	de	True
suit	suit	en	False
forward	forward	en	False
mach	mach	ar	False
qua	qua	vi	
poder	poder	es	False
tá	tá		
aqu	aqu	es	False
mutil	mutilation	en	False
himself	himself	en	True
an	an		
ditch	ditch	en	False
ascend	ascend	en	False
frost	frost	en	False
heartach	heartache	en	False
won’t	won’t	en	False
carn	carne	es	False
cloth	clothes	en	False
dulc	dulce	es	False
doi	dois	pt	False
link	link	en	False
translat	translation	en	False
tenert	tenerte	es	False
atom	atomic	en	False
line	line	en	False
reel	reel	en	False
dull	dull	en	False
hush	hush	en	False
skull	skull	en	False
ut	ut		
up	up		
us	us		
ur	ur		
um	um		
un	un		
uh	uh		
holler	holler	en	False
z	z		
ki	ki		
bath	bath	en	False
necesito	necesito	es	False
v	v		
freak	freak	en	False
curs	curse	en	False
youâr	youâre	en	False
flow	flow	en	False
haunt	haunt	en	False
repres	represent	en	False
scarlet	scarlet	en	False
cure	cure	en	False
jétai	j'étais	fr	False
chat	chat	en	False
playin	playin'	en	False
curl	curl	en	False
hospit	hospital	en	False
prevail	prevail	en	False
curtain	curtain	en	False
kaikki	kaikki	fi	False
cotton	cotton	en	False
cuento	cuento	es	False
rainbow	rainbow	en	False
peter	peter	en	False
gris	gris	fr	False
nah	nah	id	True
nai	n'ai	fr	False
são	são	pt	True
nao	nao	pt	False
cuenta	cuenta	es	False
tard	tarde	es	False
vou	vou	pt	False
nas	nas	pt	True
raini	rainy	en	False
yang	yang	id	True
bear	bear	en	False
recordar	recordar	es	False
grind	grind	en	False
swirl	swirling	en	False
propheci	prophecy	en	False
mock	mock	en	False
nice	nice	en	False
dale	dale	en	False
draw	draw	en	False
oon	oon	ar	False
più	più	it	True
lend	lend	en	False
ritmo	ritmo	es	False
missin	missin'	en	False
papa	papa	it	False
william	williams	en	False
drag	drag	en	False
est	est	fr	True
cè	c'è	it	False
worm	worm	en	False
año	años	es	False
leaf	leaf	en	False
tua	tua	it	True
desert	desert	en	False
problema	problema	es	False
mood	mood	en	False
ago	ago	en	False
lane	lane	en	False
land	land	en	False
e	e		
sore	sore	en	False
age	age	en	False
sve	sve	bs	
gehen	gehen	de	False
oppress	oppression	en	False
depth	depths	en	False
enslav	enslaved	en	False
hah	hah	en	False
restor	restore	en	False
fresh	fresh	en	False
hello	hello	en	False
passé	passé	fr	False
code	code	en	False
anda	anda	id	True
edg	edge	en	False
ganz	ganz	de	False
scratch	scratch	en	False
dime	dime	en	False
letzt	letzte	de	False
quero	quero	pt	False
alien	alien	en	False
ge	ge		
gana	ganas	es	False
gang	gang	no	False
ga	ga		
vuelto	vuelto	es	False
go	go		
psycho	psycho	en	False
meinem	meinem	de	True
senti	senti	pt	False
gi	gi		
privat	private	en	False
espera	espera	es	False
coeur	coeur	fr	False
young	young	en	False
llora	llora	es	False
nose	nose	en	False
oclock	o'clock	en	False
bum	bum	en	False
alto	alto	es	False
becam	became	en	False
sens	sense	en	False
fatal	fatal	en	False
sent	sent	en	False
inject	inject	en	False
zurück	zurück	de	False
aprend	aprender	es	False
garden	garden	en	False
sempr	sempre	it	False
noos	noose	en	False
rhyme	rhyme	en	False
agua	agua	es	False
wave	wave	en	False
mous	mouse	en	False
forgiven	forgiven	en	False
spoon	spoon	en	False
disast	disaster	en	False
uhhuh	uh-huh	en	False
shiver	shiver	en	False
wipe	wipe	en	False
tri	try	en	False
yeux	yeux	fr	False
magic	magic	en	False
wasteland	wasteland	en	False
magia	magia	es	False
stiff	stiff	en	False
zeit	zeit	de	False
fur	fur	en	False
button	button	en	False
gettin	gettin'	en	False
michael	michael	en	False
eve	eve	en	False
mirar	mirar	es	False
race	race	en	False
déjame	déjame	es	False
iba	iba	sk	
stomp	stomp	en	False
marri	married	en	False
pleas	please	en	False
someday	someday	en	False
zo	zo		
fortun	fortune	en	False
esté	estés	es	True
natur	nature	en	False
bug	bug	en	False
está	está	es	True
vela	vela	it	False
jump	jump	en	False
crook	crooked	en	False
annihil	annihilation	en	False
video	video	en	False
plead	plead	en	False
zu	zu		
acid	acid	en	False
odd	odds	en	False
click	click	en	False
folk	folks	en	False
się	się	pl	
går	går	sv	False
porqu	porque	es	True
compar	compare	en	False
chicago	chicago	en	False
wore	wore	en	False
slight	slightly	en	False
sonn	sonne	de	False
hardest	hardest	en	False
moan	moan	en	False
cell	cell	en	False
rotten	rotten	en	False
indian	indian	en	False
cancion	canciones	es	False
playa	playa	es	False
plug	plug	en	False
bird	bird	en	False
can	can	en	True
involv	involved	en	False
vibrat	vibration	en	False
led	led	en	False
chose	chose	fr	False
despit	despite	en	False
rocknrol	rock'n'roll	en	False
sexi	sexy	en	False
warum	warum	de	False
whoo	whoo	vi	
punch	punch	en	False
kannst	kannst	de	False
sinn	sinn	is	
swim	swim	en	False
quell	qu'elle	fr	False
les	les	fr	True
let	let	en	False
sink	sink	en	False
mnie	mnie	pl	
sing	sing	en	False
sind	sind	de	True
palac	palace	en	False
fifteen	fifteen	en	False
sinc	since	en	False
qued	quede	es	False
great	great	en	False
até	até	pt	True
northern	northern	en	False
dell	delle	it	True
sangr	sangre	es	False
chant	chant	fr	False
gent	gente	es	False
30	30		
vacat	vacation	en	False
host	host	en	False
chao	chaos	en	False
sangu	sangue	pt	False
fond	fond	fr	False
cafe	cafe	en	False
veut	veut	fr	False
earli	early	en	False
opinion	opinion	en	False
climb	climb	en	False
meer	meer	nl	True
honor	honor	en	False
chanc	chance	en	False
control	control	en	False
wie	wie	de	True
danger	danger	en	False
shake	shake	en	False
win	win	en	False
sinä	sinä	fi	True
emot	emotions	en	False
foundat	foundation	en	False
estamo	estamos	es	True
volt	volte	it	False
wit	wit	nl	False
blah	blah	en	False
wir	wir	de	True
motor	motor	en	False
zijn	zijn	nl	True
voy	voy	es	False
cloud	clouds	en	False
dejar	dejar	es	False
use	used	en	False
olvid	olvides	es	False
from	from	en	True
che	che	it	True
usa	usa	it	False
&	&		
chi	chi	vi	
doubl	double	en	False
gern	gern	de	False
escond	esconde	es	False
flat	flat	en	False
next	next	en	False
dynamit	dynamite	en	False
few	few	en	True
doubt	doubt	en	False
kuin	kuin	fi	True
toy	toy	en	False
clutch	clutch	en	False
sort	sort	en	False
don´t	don´t	en	False
dash	dash	en	False
clever	clever	en	False
babe	babe	en	False
bailando	bailando	es	False
porch	porch	en	False
babi	baby	en	False
caminho	caminho	pt	False
memoria	memoria	es	False
fiend	fiend	en	False
impress	impress	en	False
stone	stone	en	False
posso	posso	it	False
trail	trail	en	False
train	train	en	False
losin	losin'	en	False
vuelta	vuelta	es	False
ok	ok		
gambl	gamble	en	False
harvest	harvest	en	False
wretch	wretched	en	False
women	women	en	False
sont	sont	fr	True
heur	heures	fr	False
palabra	palabras	es	False
ace	ace	en	False
devant	devant	fr	False
spi	spy	en	False
this	this	en	True
plan	plan	en	False
ride	ride	en	False
critic	critical	en	False
pour	pour	fr	True
roar	roar	en	False
unreal	unreal	en	False
obvious	obvious	en	False
thin	thin	en	False
island	island	en	False
shook	shook	en	False
meet	meet	en	False
coffin	coffin	en	False
aliv	alive	en	False
sabe	sabes	es	False
masquerad	masquerade	en	False
qualquer	qualquer	pt	False
od	od		
tap	tap	en	False
bent	bent	nl	False
pawn	pawn	en	False
plate	plate	en	False
process	process	en	False
lock	locked	en	False
weet	weet	nl	False
rode	rode	nl	False
loco	loco	es	False
high	high	en	False
vultur	vultures	en	False
tag	tag	en	False
bene	bene	it	False
taa	taas	fi	False
slip	slip	en	False
tal	tal	mt	
tan	tan	es	False
martyr	martyr	en	False
skirt	skirt	en	False
crimin	criminal	en	False
rape	rape	en	False
cambio	cambio	es	False
lamb	lamb	en	False
lejo	lejos	es	False
surfac	surface	en	False
sip	sip	en	False
querert	quererte	es	False
sit	sit	en	False
vibe	vibe	en	False
alegría	alegría	es	False
six	six	en	False
tras	tras	es	False
río	río	es	False
mujer	mujer	es	False
sia	sia	it	True
ander	anders	nl	False
sig	sig	sv	True
forest	forest	en	False
sie	sie	de	True
dissolv	dissolve	en	False
instead	instead	en	False
tak	tak	cs	
panic	panic	en	False
sin	sin	es	True
sim	sim	ht	
stock	stock	en	False
fare	fare	it	False
altar	altar	en	False
klar	klar	da	False
inhal	inhale	en	False
evri	ev'ry	hi	
sir	sir	en	False
farm	farm	en	False
stop	stop	en	False
act	act	en	False
tief	tief	de	False
paralyz	paralyzed	en	False
canât	canât	en	False
wrist	wrist	en	False
attent	attention	en	False
ceil	ceiling	en	False
industri	industry	en	False
physic	physical	en	False
somethin	somethin'	en	False
assassin	assassin	en	False
tanta	tanta	es	False
bind	bind	en	False
isso	isso	pt	True
lame	lame	en	False
robot	robot	en	False
element	elements	en	False
mami	mami	zh-CN	
primera	primera	es	False
entiendo	entiendo	es	False
mainten	maintenant	fr	False
allow	allow	en	False
lluvia	lluvia	es	False
ainda	ainda	pt	False
