stem,word_m,lang_GT_API,stopword,remove?,remove_class,pos
soldier,soldier,en,False,False,,n.
base,base,en,False,False,,n.
pick,pick,en,False,False,,v.
action,action,en,False,False,,n.
narrow,narrow,en,False,False,,adj.
medicin,medicine,en,False,False,,n.
via,via,en,False,False,,
depart,departed,en,False,False,,v.
declin,decline,en,False,False,,n.
africa,africa,en,False,False,,n.
ask,ask,en,False,False,,v.
send,send,en,False,False,,v.
famili,family,en,False,False,,n.
demis,demise,en,False,False,,n.
eye,eyes,en,False,False,,n.
liber,liberate,en,False,False,,v.
faint,faint,en,False,False,,adj.
two,two,en,False,False,,n.
pearl,pearls,en,False,False,,n.
morn,morning,en,False,False,,n.
taken,taken,en,False,False,,v.
minor,minor,en,False,False,,adj.
more,more,en,True,True,nltk_sw,adj.
teen,teen,en,False,False,,n.
tryna,tryna,en,False,False,,n.
flaw,flaws,en,False,False,,n.
diamond,diamond,en,False,False,,n.
hundr,hundred,en,False,False,,n.
hurri,hurry,en,False,False,,v.
terror,terror,en,False,False,,n.
flag,flag,en,False,False,,n.
stick,stick,en,False,False,,n.
broke,broke,en,False,False,,v.
aris,arise,en,False,False,,v.
known,known,en,False,False,,v.
compani,company,en,False,False,,n.
doom,doom,en,False,False,,n.
glad,glad,en,False,False,,adj.
don’t,don’t,en,False,False,,
town,town,en,False,False,,n.
none,none,en,False,False,,n.
thread,thread,en,False,False,,n.
hous,house,en,False,False,,n.
dew,dew,en,False,False,,n.
remain,remain,en,False,False,,v.
learn,learn,en,False,False,,v.
abandon,abandoned,en,False,False,,v.
male,male,en,False,False,,n.
explod,explode,en,False,False,,n.
orlean,orleans,en,False,False,,n.
shark,shark,en,False,False,,n.
bam,bam,en,False,False,,n.
brown,brown,en,False,False,,n.
challeng,challenge,en,False,False,,n.
share,share,en,False,False,,n.
accept,accept,en,False,False,,v.
autumn,autumn,en,False,False,,n.
fiddl,fiddle,en,False,False,,n.
poni,pony,en,False,False,,n.
wet,wet,en,False,False,,n.
explor,explore,en,False,False,,v.
explos,explosion,en,False,False,,n.
sharp,sharp,en,False,False,,adj.
scar,scars,en,False,False,,n.
dress,dress,en,False,False,,n.
condemn,condemned,en,False,False,,v.
toni,tony,en,False,False,,n.
siren,sirens,en,False,False,,n.
cours,course,en,False,False,,n.
court,court,en,False,False,,n.
untru,untrue,en,False,False,,adj.
divid,divide,en,False,False,,n.
rather,rather,en,False,False,,adv.
anoth,another,en,False,False,,
comfort,comfort,en,False,False,,n.
breast,breast,en,False,False,,n.
divin,divine,en,False,False,,adj.
fame,fame,en,False,False,,n.
cling,cling,en,False,False,,n.
strong,strong,en,False,False,,adj.
simpl,simple,en,False,False,,adj.
needl,needle,en,False,False,,n.
unabl,unable,en,False,False,,adj.
plant,plant,en,False,False,,n.
okay,okay,en,False,False,,
rude,rude,en,False,False,,n.
whirl,whirl,en,False,False,,n.
our,our,en,True,True,nltk_sw,
blacken,blackened,en,False,False,,v.
sneak,sneak,en,False,False,,n.
reflect,reflection,en,False,False,,n.
plane,plane,en,False,False,,n.
embrac,embrace,en,False,False,,n.
numb,numb,en,False,False,,n.
bloom,bloom,en,False,False,,n.
a,a,en,,True,nltk_sw,
planet,planet,en,False,False,,n.
circumst,circumstance,en,False,False,,n.
twelv,twelve,en,False,False,,n.
read,read,en,False,False,,v.
coat,coat,en,False,False,,n.
doctor,doctor,en,False,False,,n.
children,children,en,False,False,,n.
combin,combination,en,False,False,,n.
dragon,dragon,en,False,False,,n.
caus,Because,en,False,False,,
coal,coal,en,False,False,,n.
shore,shore,en,False,False,,n.
ego,ego,en,False,False,,n.
dread,dread,en,False,False,,n.
shade,shade,en,False,False,,n.
media,media,en,False,False,,n.
dream,dream,en,False,False,,n.
help,help,en,False,False,,v.
pant,pants,en,False,False,,n.
soon,soon,en,False,False,,adv.
trade,trade,en,False,False,,n.
held,held,en,False,False,,v.
paper,paper,en,False,False,,n.
through,through,en,True,True,nltk_sw,
hell,hell,en,False,False,,n.
perhap,perhaps,en,False,False,,adv.
suffer,suffer,en,False,False,,v.
realiz,realize,en,False,False,,v.
style,style,en,False,False,,n.
glide,glide,en,False,False,,n.
late,late,en,False,False,,adj.
grade,grade,en,False,False,,n.
lucif,lucifer,en,False,False,,n.
speech,speech,en,False,False,,n.
team,team,en,False,False,,n.
might,might,en,False,False,,v.
suppli,supply,en,False,False,,v.
good,good,en,False,False,,adj.
return,return,en,False,False,,n.
pollut,pollution,en,False,False,,n.
uhh,uhh,en,False,False,,n.
somebodi,somebody,en,False,False,,
farewel,farewell,en,False,False,,n.
foot,foot,en,False,False,,n.
disgrac,disgrace,en,False,False,,n.
adventur,adventure,en,False,False,,n.
complain,complain,en,False,False,,v.
bigger,bigger,en,False,False,,adj.
virtu,virtue,en,False,False,,n.
fairi,fairy,en,False,False,,n.
mysteri,mystery,en,False,False,,n.
did,did,en,True,True,nltk_sw,
achiev,achieve,en,False,False,,v.
naughti,naughty,en,False,False,,n.
eager,eager,en,False,False,,n.
teas,tease,en,False,False,,n.
ceas,cease,en,False,False,,n.
found,found,en,False,False,,v.
friendship,friendship,en,False,False,,n.
breakdown,breakdown,en,False,False,,n.
harm,harm,en,False,False,,n.
shock,shock,en,False,False,,n.
england,england,en,False,False,,n.
mental,mental,en,False,False,,adj.
weight,weight,en,False,False,,n.
meaningless,meaningless,en,False,False,,adj.
colder,colder,en,False,False,,n.
fish,fish,en,False,False,,n.
hard,hard,en,False,False,,adj.
idea,idea,en,False,False,,n.
terrifi,terrified,en,False,False,,n.
realli,really,en,False,False,,adv.
heavi,heavy,en,False,False,,adj.
sober,sober,en,False,False,,adj.
finish,finish,en,False,False,,n.
expect,expect,en,False,False,,v.
fist,fist,en,False,False,,n.
into,into,en,True,True,nltk_sw,
energi,energy,en,False,False,,n.
beyond,beyond,en,False,False,,
flower,flowers,en,False,False,,n.
safeti,safety,en,False,False,,n.
alcohol,alcohol,en,False,False,,n.
suprem,supreme,en,False,False,,n.
glitter,glitter,en,False,False,,n.
princ,prince,en,False,False,,n.
bubbl,bubble,en,False,False,,n.
health,health,en,False,False,,n.
hill,hill,en,False,False,,n.
print,print,en,False,False,,n.
highway,highway,en,False,False,,n.
ass,ass,en,False,False,,n.
bass,bass,en,False,False,,n.
dirt,dirt,en,False,False,,n.
friday,friday,en,False,False,,n.
guess,guess,en,False,False,,v.
ness,ness,en,False,False,,n.
mmm,mmm,en,False,False,,n.
reason,reason,en,False,False,,n.
heroin,heroin,en,False,False,,n.
believ,believe,en,False,False,,v.
put,put,en,False,False,,n.
teach,teach,en,False,False,,v.
ash,ashes,en,False,False,,v.
sidewalk,sidewalk,en,False,False,,n.
thrown,thrown,en,False,False,,v.
legion,legions,en,False,False,,n.
prophet,prophet,en,False,False,,n.
fearless,fearless,en,False,False,,n.
so,so,en,,True,nltk_sw,adv.
struggl,struggle,en,False,False,,v.
sicken,sickening,en,False,False,,n.
wither,withered,en,False,False,,v.
cloudi,cloudy,en,False,False,,adj.
heartbeat,heartbeat,en,False,False,,n.
lifetim,lifetime,en,False,False,,n.
fallen,fallen,en,False,False,,v.
virgin,virgin,en,False,False,,n.
feed,feed,en,False,False,,n.
sympathi,sympathy,en,False,False,,n.
major,major,en,False,False,,adj.
wilder,wilderness,en,False,False,,n.
feel,feel,en,False,False,,v.
number,number,en,False,False,,n.
evolut,evolution,en,False,False,,n.
feet,feet,en,False,False,,n.
sailor,sailor,en,False,False,,n.
done,done,en,False,False,,v.
blank,blank,en,False,False,,adj.
guard,guard,en,False,False,,n.
mist,mist,en,False,False,,n.
miss,miss,en,False,False,,n.
fanci,fancy,en,False,False,,n.
razor,razor,en,False,False,,n.
differ,different,en,False,False,,adj.
killin,killing,en,False,False,,v.
guest,guest,en,False,False,,n.
jet,jet,en,False,False,,n.
blossom,blossom,en,False,False,,n.
least,least,en,False,False,,adj.
collar,collar,en,False,False,,n.
player,player,en,False,False,,n.
stori,story,en,False,False,,n.
storm,storm,en,False,False,,n.
master,master,en,False,False,,n.
scheme,scheme,en,False,False,,n.
banana,banana,en,False,False,,n.
store,store,en,False,False,,n.
saint,saint,en,False,False,,n.
pump,pump,en,False,False,,n.
month,months,en,False,False,,n.
hotel,hotel,en,False,False,,n.
park,park,en,False,False,,n.
asshol,asshole,en,False,False,,n.
mmmm,mmmm,en,False,False,,n.
part,part,en,False,False,,n.
twenti,twenty,en,False,False,,n.
grace,grace,en,False,False,,n.
reliev,relieve,en,False,False,,n.
king,king,en,False,False,,n.
kind,kind,en,False,False,,n.
whenev,whenever,en,False,False,,adv.
perfum,perfume,en,False,False,,n.
remov,remove,en,False,False,,v.
vocal,vocal,en,False,False,,n.
youth,youth,en,False,False,,n.
bride,bride,en,False,False,,n.
asham,ashamed,en,False,False,,n.
stalk,stalking,en,False,False,,v.
danc,dance,en,False,False,,n.
weapon,weapon,en,False,False,,n.
outta,outta,en,False,False,,n.
atmospher,atmosphere,en,False,False,,n.
belli,belly,en,False,False,,n.
complet,complete,en,False,False,,adj.
blond,blonde,en,False,False,,n.
dedic,dedicated,en,False,False,,adj.
sell,sell,en,False,False,,n.
lie,lies,en,False,False,,v.
advanc,advance,en,False,False,,n.
built,built,en,False,False,,v.
dude,dude,en,False,False,,n.
lil,little,en,False,False,,adj.
self,self,en,False,False,,n.
couch,couch,en,False,False,,n.
also,also,en,False,False,,adv.
without,without,en,False,False,,
build,build,en,False,False,,v.
command,command,en,False,False,,n.
waitin,waiting,en,False,False,,v.
play,play,en,False,False,,v.
sleepin,sleeping,en,False,False,,v.
victim,victim,en,False,False,,n.
english,english,en,False,False,,n.
reach,reach,en,False,False,,v.
chart,charts,en,False,False,,v.
virus,virus,en,False,False,,n.
charm,charm,en,False,False,,n.
suitcas,suitcase,en,False,False,,n.
charg,charge,en,False,False,,n.
amaz,amazing,en,False,False,,adj.
unspoken,unspoken,en,False,False,,n.
clear,clear,en,False,False,,adj.
destruct,destruction,en,False,False,,n.
clean,clean,en,False,False,,adj.
repli,reply,en,False,False,,n.
weigh,weigh,en,False,False,,v.
barrel,barrel,en,False,False,,n.
i`m,i’m,en,False,False,,
gold,gold,en,False,False,,n.
melodi,melody,en,False,False,,n.
flicker,flicker,en,False,False,,n.
fine,fine,en,False,False,,adj.
find,find,en,False,False,,v.
paus,pause,en,False,False,,n.
giant,giant,en,False,False,,n.
sayin,saying,en,False,False,,v.
pretti,pretty,en,False,False,,adj.
sentenc,sentence,en,False,False,,n.
nervous,nervous,en,False,False,,adj.
writer,writer,en,False,False,,n.
solut,solution,en,False,False,,n.
vision,vision,en,False,False,,n.
beat,beat,en,False,False,,v.
jazz,jazz,en,False,False,,n.
betray,betrayed,en,False,False,,v.
money,money,en,False,False,,n.
unhappi,unhappy,en,False,False,,adj.
hip,hip,en,False,False,,n.
shepherd,shepherds,en,False,False,,n.
remedi,remedy,en,False,False,,n.
his,his,en,True,True,nltk_sw,
hit,hit,en,False,False,,v.
bend,bend,en,False,False,,n.
express,express,en,False,False,,v.
famous,famous,en,False,False,,adj.
grew,grew,en,False,False,,v.
hid,hid,en,False,False,,v.
stir,stir,en,False,False,,v.
compass,compassion,en,False,False,,n.
silk,silk,en,False,False,,n.
sunni,sunny,en,False,False,,adj.
him,him,en,True,True,nltk_sw,
merci,mercy,en,False,False,,n.
appeal,appeal,en,False,False,,n.
timeless,timeless,en,False,False,,n.
proclaim,proclaim,en,False,False,,n.
enemi,enemy,en,False,False,,n.
booz,booze,en,False,False,,n.
common,common,en,False,False,,adj.
gotten,gotten,en,False,False,,v.
nowher,nowhere,en,False,False,,adv.
sew,sew,en,False,False,,n.
seventeen,seventeen,en,False,False,,n.
set,set,en,False,False,,v.
art,art,en,False,False,,n.
delus,delusion,en,False,False,,n.
creator,creator,en,False,False,,n.
overwhelm,overwhelmed,en,False,False,,v.
jade,jaded,en,False,False,,v.
around,around,en,False,False,,adv.
grey,grey,en,False,False,,n.
idol,idol,en,False,False,,n.
lion,lion,en,False,False,,n.
dumb,dumb,en,False,False,,adj.
are,are,en,True,True,nltk_sw,
sea,sea,en,False,False,,n.
tender,tender,en,False,False,,n.
close,close,en,False,False,,adj.
arm,arms,en,False,False,,n.
seal,seal,en,False,False,,n.
project,projects,en,False,False,,v.
movin,moving,en,False,False,,v.
spiritu,spiritual,en,False,False,,adj.
someth,something,en,False,False,,
wail,wail,en,False,False,,n.
case,case,en,False,False,,n.
woo,woo,en,False,False,,n.
won,won,en,True,True,nltk_sw,v.
woh,woh,en,False,False,,n.
woe,woe,en,False,False,,n.
guilt,guilt,en,False,False,,n.
hold,hold,en,False,False,,v.
experi,experience,en,False,False,,n.
kneel,kneel,en,False,False,,n.
piss,piss,en,False,False,,n.
concentr,concentrate,en,False,False,,v.
makeup,makeup,en,False,False,,n.
iron,iron,en,False,False,,n.
goddamn,goddamn,en,False,False,,n.
sold,sold,en,False,False,,v.
sole,sole,en,False,False,,adj.
isol,isolation,en,False,False,,n.
spray,spray,en,False,False,,n.
arrang,arranged,en,False,False,,v.
purpl,purple,en,False,False,,n.
both,both,en,True,True,nltk_sw,
toward,towards,en,False,False,,
last,last,en,False,False,,adj.
thou,thou,en,False,False,,n.
breakin,breaking,en,False,False,,v.
alon,alone,en,False,False,,adv.
foreign,foreign,en,False,False,,adj.
forgotten,forgotten,en,False,False,,v.
bond,bond,en,False,False,,n.
blaze,blaze,en,False,False,,n.
load,load,en,False,False,,n.
gypsi,gypsy,en,False,False,,n.
childhood,childhood,en,False,False,,n.
simpli,simply,en,False,False,,adv.
reject,reject,en,False,False,,v.
point,point,en,False,False,,n.
sweet,sweet,en,False,False,,adj.
sweep,sweep,en,False,False,,n.
dancer,dancer,en,False,False,,n.
majesti,majesty,en,False,False,,n.
church,church,en,False,False,,n.
rave,rave,en,False,False,,v.
mistak,mistake,en,False,False,,n.
bridg,bridge,en,False,False,,n.
deceiv,deceive,en,False,False,,v.
belt,belt,en,False,False,,n.
worthless,worthless,en,False,False,,adj.
devil,devil,en,False,False,,n.
filth,filth,en,False,False,,n.
dub,dub,en,False,False,,n.
blink,blink,en,False,False,,v.
due,due,en,False,False,,adj.
empti,empty,en,False,False,,adj.
miser,miserable,en,False,False,,adj.
whom,whom,en,True,True,nltk_sw,
secret,secret,en,False,False,,n.
damn,damn,en,False,False,,n.
threaten,threatening,en,False,False,,v.
brick,brick,en,False,False,,n.
woke,woke,en,False,False,,v.
dame,dame,en,False,False,,n.
firm,firm,en,False,False,,n.
invis,invisible,en,False,False,,adj.
sweetheart,sweetheart,en,False,False,,n.
modern,modern,en,False,False,,adj.
flight,flight,en,False,False,,n.
champion,champion,en,False,False,,n.
gay,gay,en,False,False,,n.
fire,fire,en,False,False,,n.
infect,infected,en,False,False,,v.
imag,image,en,False,False,,n.
gas,gas,en,False,False,,n.
understand,understand,en,False,False,,v.
demand,demand,en,False,False,,n.
educ,education,en,False,False,,n.
funk,funk,en,False,False,,n.
convers,conversation,en,False,False,,n.
highest,highest,en,False,False,,adj.
stolen,stolen,en,False,False,,v.
ignit,ignite,en,False,False,,n.
look,look,en,False,False,,v.
cur,cur,en,False,False,,
solid,solid,en,False,False,,adj.
straight,straight,en,False,False,,adj.
bill,bill,en,False,False,,n.
crazi,crazy,en,False,False,,adj.
rope,rope,en,False,False,,n.
pace,pace,en,False,False,,n.
while,while,en,True,True,nltk_sw,
caress,caress,en,False,False,,n.
kick,kick,en,False,False,,v.
abov,above,en,True,True,nltk_sw,
error,error,en,False,False,,n.
fun,fun,en,False,False,,n.
fleet,fleeting,en,False,False,,v.
everyon,everyone,en,False,False,,
pack,pack,en,False,False,,n.
grip,grip,en,False,False,,n.
gimm,gimme,en,False,False,,n.
pound,pound,en,False,False,,n.
readi,ready,en,False,False,,adj.
mystic,mystic,en,False,False,,adj.
demon,demons,en,False,False,,n.
rip,rip,en,False,False,,v.
vow,vow,en,False,False,,n.
centuri,century,en,False,False,,n.
decay,decay,en,False,False,,n.
rid,rid,en,False,False,,v.
vanish,vanish,en,False,False,,n.
anguish,anguish,en,False,False,,n.
chase,chase,en,False,False,,n.
wrath,wrath,en,False,False,,n.
resurrect,resurrection,en,False,False,,n.
starlight,starlight,en,False,False,,n.
grant,granted,en,False,False,,v.
belong,belong,en,False,False,,v.
butcher,butcher,en,False,False,,n.
funni,funny,en,False,False,,adj.
ray,ray,en,False,False,,n.
boom,boom,en,False,False,,n.
memphi,memphis,en,False,False,,n.
higher,higher,en,False,False,,adj.
pray,pray,en,False,False,,n.
appreci,appreciate,en,False,False,,v.
tower,tower,en,False,False,,n.
itch,itch,en,False,False,,n.
mountain,mountain,en,False,False,,n.
camera,camera,en,False,False,,n.
defeat,defeat,en,False,False,,n.
moment,moment,en,False,False,,n.
seren,serenity,en,False,False,,n.
extrem,extreme,en,False,False,,n.
weird,weird,en,False,False,,adj.
lower,lower,en,False,False,,adj.
older,older,en,False,False,,adj.
spent,spent,en,False,False,,v.
person,person,en,False,False,,n.
cheer,cheer,en,False,False,,n.
chees,cheese,en,False,False,,n.
elev,elevator,en,False,False,,n.
revolv,revolver,en,False,False,,v.
tast,taste,en,False,False,,n.
spend,spend,en,False,False,,v.
howl,howling,en,False,False,,v.
i’m,i’m,en,False,False,,
chord,chords,en,False,False,,n.
burden,burden,en,False,False,,n.
blur,blur,en,False,False,,n.
obscur,obscure,en,False,False,,adj.
shape,shape,en,False,False,,n.
you´r,you´re,en,False,False,,n.
world,world,en,False,False,,n.
unto,unto,en,False,False,,n.
wage,wage,en,False,False,,n.
cut,cut,en,False,False,,v.
cup,cup,en,False,False,,n.
cuz,cuz,en,False,False,,
havin,having,en,False,False,,v.
grin,grin,en,False,False,,n.
snap,snap,en,False,False,,v.
hater,haters,en,False,False,,n.
march,march,en,False,False,,n.
bid,bid,en,False,False,,v.
sittin,sitting,en,False,False,,v.
almighti,almighty,en,False,False,,n.
lovin,loving,en,False,False,,v.
judgement,judgement,en,False,False,,n.
game,game,en,False,False,,n.
quest,quest,en,False,False,,n.
warmth,warmth,en,False,False,,n.
bit,bit,en,False,False,,n.
awaken,awaken,en,False,False,,n.
paint,paint,en,False,False,,n.
bruis,bruised,en,False,False,,v.
knock,knock,en,False,False,,v.
spine,spine,en,False,False,,n.
confront,confront,en,False,False,,n.
signal,signal,en,False,False,,n.
clay,clay,en,False,False,,n.
glove,glove,en,False,False,,n.
strife,strife,en,False,False,,n.
chorus,chorus,en,False,False,,n.
collect,collect,en,False,False,,v.
conceiv,conceive,en,False,False,,n.
gloom,gloom,en,False,False,,n.
sleigh,sleigh,en,False,False,,n.
cruis,cruise,en,False,False,,n.
foolish,foolish,en,False,False,,adj.
mighti,mighty,en,False,False,,adj.
often,often,en,False,False,,adv.
spring,spring,en,False,False,,n.
christian,christian,en,False,False,,n.
creation,creation,en,False,False,,n.
some,some,en,True,True,nltk_sw,
back,back,en,False,False,,adv.
understood,understood,en,False,False,,v.
palm,palm,en,False,False,,n.
loser,loser,en,False,False,,n.
sight,sight,en,False,False,,n.
mirror,mirror,en,False,False,,n.
wonderland,wonderland,en,False,False,,n.
curious,curious,en,False,False,,adj.
surpris,surprise,en,False,False,,n.
pale,pale,en,False,False,,n.
senseless,senseless,en,False,False,,adj.
scale,scale,en,False,False,,n.
chocol,chocolate,en,False,False,,n.
maiden,maiden,en,False,False,,n.
pet,pet,en,False,False,,n.
ave,ave,en,False,False,,n.
shall,shall,en,False,False,,v.
religion,religion,en,False,False,,n.
larg,large,en,False,False,,adj.
undon,undone,en,False,False,,n.
anni,annie,en,False,False,,n.
anna,anna,en,False,False,,n.
either,either,en,False,False,,
machin,machine,en,False,False,,n.
be,be,en,,True,nltk_sw,
sixteen,sixteen,en,False,False,,n.
run,run,en,False,False,,v.
word,words,en,False,False,,n.
rug,rug,en,False,False,,n.
step,step,en,False,False,,n.
squeez,squeeze,en,False,False,,n.
santa,santa,en,False,False,,n.
starri,starry,en,False,False,,n.
crap,crap,en,False,False,,n.
carol,carol,en,False,False,,n.
by,by,en,,True,nltk_sw,
shine,shine,en,False,False,,n.
faith,faith,en,False,False,,n.
candl,candle,en,False,False,,n.
most,most,en,True,True,nltk_sw,adv.
searchin,searching,en,False,False,,v.
shini,shiny,en,False,False,,n.
brooklyn,brooklyn,en,False,False,,n.
valentin,valentine,en,False,False,,n.
drama,drama,en,False,False,,n.
idl,idle,en,False,False,,n.
heel,heels,en,False,False,,n.
wanna,wanna,en,False,False,,n.
block,block,en,False,False,,n.
miracl,miracle,en,False,False,,n.
genocid,genocide,en,False,False,,n.
real,real,en,False,False,,adj.
fan,fan,en,False,False,,n.
within,within,en,False,False,,
usual,usually,en,False,False,,adv.
momma,momma,en,False,False,,n.
jimmi,jimmy,en,False,False,,n.
fallin,falling,en,False,False,,v.
chang,change,en,False,False,,n.
lesson,lesson,en,False,False,,n.
ann,ann,en,False,False,,n.
stench,stench,en,False,False,,n.
holla,holla,en,False,False,,n.
desol,desolate,en,False,False,,adj.
question,question,en,False,False,,n.
submit,submit,en,False,False,,v.
suit,suit,en,False,False,,n.
forward,forward,en,False,False,,adv.
mutil,mutilation,en,False,False,,n.
himself,himself,en,True,True,nltk_sw,
an,an,en,,True,nltk_sw,
ditch,ditch,en,False,False,,n.
ascend,ascend,en,False,False,,v.
frost,frost,en,False,False,,n.
heartach,heartache,en,False,False,,n.
won’t,won’t,en,False,False,,
cloth,clothes,en,False,False,,n.
link,link,en,False,False,,v.
translat,translation,en,False,False,,n.
atom,atomic,en,False,False,,n.
line,line,en,False,False,,n.
reel,reel,en,False,False,,n.
dull,dull,en,False,False,,adj.
hush,hush,en,False,False,,adj.
skull,skull,en,False,False,,n.
up,up,en,,True,nltk_sw,
us,us,en,,True,nltk_sw,n.
holler,holler,en,False,False,,n.
bath,bath,en,False,False,,n.
freak,freak,en,False,False,,n.
curs,curse,en,False,False,,n.
youâr,youâre,en,False,False,,n.
flow,flow,en,False,False,,v.
haunt,haunt,en,False,False,,n.
repres,represent,en,False,False,,v.
scarlet,scarlet,en,False,False,,n.
cure,cure,en,False,False,,n.
chat,chat,en,False,False,,n.
playin,playing,en,False,False,,v.
curl,curl,en,False,False,,n.
hospit,hospital,en,False,False,,n.
prevail,prevail,en,False,False,,v.
curtain,curtain,en,False,False,,n.
cotton,cotton,en,False,False,,n.
rainbow,rainbow,en,False,False,,n.
peter,peter,en,False,False,,n.
raini,rainy,en,False,False,,n.
bear,bear,en,False,False,,n.
grind,grind,en,False,False,,v.
swirl,swirling,en,False,False,,v.
propheci,prophecy,en,False,False,,n.
mock,mock,en,False,False,,n.
nice,nice,en,False,False,,adj.
dale,dale,en,False,False,,n.
draw,draw,en,False,False,,n.
lend,lend,en,False,False,,v.
missin,missing,en,False,False,,v.
william,williams,en,False,False,,n.
drag,drag,en,False,False,,n.
worm,worm,en,False,False,,n.
leaf,leaf,en,False,False,,n.
desert,desert,en,False,False,,n.
mood,mood,en,False,False,,n.
ago,ago,en,False,False,,adv.
lane,lane,en,False,False,,n.
land,land,en,False,False,,n.
sore,sore,en,False,False,,adj.
age,age,en,False,False,,n.
oppress,oppression,en,False,False,,n.
depth,depths,en,False,False,,n.
enslav,enslaved,en,False,False,,v.
hah,hah,en,False,False,,
restor,restore,en,False,False,,n.
fresh,fresh,en,False,False,,adj.
hello,hello,en,False,False,,
code,code,en,False,False,,n.
edg,edge,en,False,False,,n.
scratch,scratch,en,False,False,,n.
dime,dime,en,False,False,,n.
alien,alien,en,False,False,,n.
go,go,en,,True,non_en,v.
psycho,psycho,en,False,False,,n.
privat,private,en,False,False,,adj.
young,young,en,False,False,,adj.
nose,nose,en,False,False,,n.
oclock,o'clock,en,False,False,,n.
bum,bum,en,False,False,,n.
becam,became,en,False,False,,v.
sens,sense,en,False,False,,n.
fatal,fatal,en,False,False,,adj.
sent,sent,en,False,False,,v.
inject,inject,en,False,False,,v.
garden,garden,en,False,False,,n.
noos,noose,en,False,False,,n.
rhyme,rhyme,en,False,False,,v.
wave,wave,en,False,False,,v.
mous,mouse,en,False,False,,n.
forgiven,forgiven,en,False,False,,v.
spoon,spoon,en,False,False,,n.
disast,disaster,en,False,False,,n.
uhhuh,uh-huh,en,False,False,,
shiver,shiver,en,False,False,,n.
wipe,wipe,en,False,False,,n.
tri,try,en,False,False,,v.
magic,magic,en,False,False,,n.
wasteland,wasteland,en,False,False,,n.
stiff,stiff,en,False,False,,adj.
fur,fur,en,False,False,,n.
button,button,en,False,False,,n.
gettin,getting,en,False,False,,v.
michael,michael,en,False,False,,n.
eve,eve,en,False,False,,n.
race,race,en,False,False,,n.
stomp,stomp,en,False,False,,n.
marri,married,en,False,False,,v.
pleas,please,en,False,False,,
someday,someday,en,False,False,,adv.
fortun,fortune,en,False,False,,n.
natur,nature,en,False,False,,n.
bug,bug,en,False,False,,n.
jump,jump,en,False,False,,n.
crook,crooked,en,False,False,,adj.
annihil,annihilation,en,False,False,,n.
video,video,en,False,False,,n.
plead,plead,en,False,False,,n.
acid,acid,en,False,False,,n.
odd,odds,en,False,False,,n.
click,click,en,False,False,,n.
folk,folks,en,False,False,,n.
compar,compare,en,False,False,,v.
chicago,chicago,en,False,False,,n.
wore,wore,en,False,False,,v.
slight,slightly,en,False,False,,adv.
hardest,hardest,en,False,False,,adv.
moan,moan,en,False,False,,n.
cell,cell,en,False,False,,n.
rotten,rotten,en,False,False,,adj.
indian,indian,en,False,False,,n.
plug,plug,en,False,False,,n.
bird,bird,en,False,False,,n.
can,can,en,True,True,nltk_sw,v.
involv,involved,en,False,False,,v.
vibrat,vibration,en,False,False,,n.
led,led,en,False,False,,v.
despit,despite,en,False,False,,
rocknrol,rock'n'roll,en,False,False,,n.
sexi,sexy,en,False,False,,adj.
punch,punch,en,False,False,,v.
swim,swim,en,False,False,,n.
let,let,en,False,False,,v.
sink,sink,en,False,False,,v.
sing,sing,en,False,False,,v.
palac,palace,en,False,False,,n.
fifteen,fifteen,en,False,False,,n.
sinc,since,en,False,False,,
great,great,en,False,False,,adj.
northern,northern,en,False,False,,adj.
vacat,vacation,en,False,False,,n.
host,host,en,False,False,,n.
chao,chaos,en,False,False,,n.
cafe,cafe,en,False,False,,n.
earli,early,en,False,False,,adj.
opinion,opinion,en,False,False,,n.
climb,climb,en,False,False,,n.
honor,honor,en,False,False,,n.
chanc,chance,en,False,False,,n.
control,control,en,False,False,,n.
danger,danger,en,False,False,,n.
shake,shake,en,False,False,,v.
win,win,en,False,False,,n.
emot,emotions,en,False,False,,n.
foundat,foundation,en,False,False,,n.
blah,blah,en,False,False,,n.
motor,motor,en,False,False,,n.
cloud,clouds,en,False,False,,n.
use,used,en,False,False,,v.
from,from,en,True,True,nltk_sw,
doubl,double,en,False,False,,adj.
flat,flat,en,False,False,,adj.
next,next,en,False,False,,adj.
dynamit,dynamite,en,False,False,,n.
few,few,en,True,True,nltk_sw,adj.
doubt,doubt,en,False,False,,n.
toy,toy,en,False,False,,n.
clutch,clutch,en,False,False,,n.
sort,sort,en,False,False,,n.
don´t,don’t,en,False,False,,
dash,dash,en,False,False,,n.
clever,clever,en,False,False,,n.
babe,babe,en,False,False,,n.
porch,porch,en,False,False,,n.
babi,baby,en,False,False,,n.
fiend,fiend,en,False,False,,v.
impress,impress,en,False,False,,n.
stone,stone,en,False,False,,n.
trail,trail,en,False,False,,n.
train,train,en,False,False,,n.
losin,losing,en,False,False,,v.
ok,ok,en,,True,non_en,n.
gambl,gamble,en,False,False,,n.
harvest,harvest,en,False,False,,n.
wretch,wretched,en,False,False,,v.
women,women,en,False,False,,n.
ace,ace,en,False,False,,n.
spi,spy,en,False,False,,n.
this,this,en,True,True,nltk_sw,
plan,plan,en,False,False,,n.
ride,ride,en,False,False,,v.
critic,critical,en,False,False,,adj.
roar,roar,en,False,False,,n.
unreal,unreal,en,False,False,,n.
