stem,word_m,lang_GT_API,stopword,remove?,remove_class
geh,geh,de,False,True,non_en
gen,gens,fr,False,True,non_en
stroll,stroll,en,False,False,
truli,truly,en,False,False,
prime,prime,en,False,False,
reveal,reveal,en,False,False,
pistol,pistol,en,False,False,
prima,prima,it,False,True,non_en
pimp,pimp,en,False,False,
artist,artist,en,False,False,
leather,leather,en,False,False,
schwer,schwer,de,False,True,non_en
borrow,borrow,en,False,False,
tension,tension,en,False,False,
priest,priest,en,False,False,
leur,leur,fr,True,True,non_en
sehn,sehn,de,False,True,non_en
silencio,silencio,es,False,True,non_en
dough,dough,en,False,False,
where,where,en,True,True,nltk_sw
husband,husband,en,False,False,
figur,figure,en,False,False,
dice,dice,es,False,True,non_en
burst,burst,en,False,False,
station,station,en,False,False,
conscienc,conscience,fr,False,True,non_en
seat,seat,en,False,False,
asleep,asleep,en,False,False,
honesti,honesty,en,False,False,
seam,seams,en,False,False,
contar,contar,es,False,True,non_en
sport,sport,en,False,False,
sait,sait,fr,False,True,non_en
wonder,wonder,en,False,False,
infinit,infinite,en,False,False,
appear,appear,en,False,False,
televis,television,en,False,False,
crystal,crystal,en,False,False,
label,label,en,False,False,
cd,cd,,,True,non_en
3,3,,,True,numeric
estar,estar,es,True,True,non_en
between,between,en,True,True,nltk_sw
llorar,llorar,es,False,True,non_en
import,important,en,False,False,
yesterday,yesterday,en,False,False,
ormai,ormai,it,False,True,non_en
across,across,en,False,False,
fight,fight,en,False,False,
vie,vie,fr,False,True,non_en
parent,parents,en,False,False,
dinero,dinero,es,False,True,non_en
screen,screen,en,False,False,
tus,tus,es,True,True,non_en
tut,tut,de,False,True,non_en
obscen,obscene,en,False,False,
punto,punto,it,False,True,non_en
guitar,guitar,en,False,False,
cycl,cycle,en,False,False,
jo,jo,,,True,non_en
comm,comme,fr,False,True,non_en
como,como,es,True,True,non_en
tuo,tuo,it,True,True,non_en
je,je,,,True,non_en
spark,spark,en,False,False,
comb,comb,en,False,False,
come,come,en,False,False,
tue,tue,it,True,True,non_en
vrai,vrai,fr,False,True,non_en
blame,blame,en,False,False,
mond,monde,fr,False,True,non_en
superstar,superstar,en,False,False,
canta,canta,es,False,True,non_en
useless,useless,en,False,False,
tuck,tuck,en,False,False,
quier,quieres,es,False,True,non_en
quiet,quiet,en,False,False,
empezar,empezar,es,False,True,non_en
s,s,,,True,letter
tous,tous,fr,False,True,non_en
tout,tout,fr,False,True,non_en
aura,aura,fr,True,True,non_en
igen,igen,sv,False,True,non_en
quien,quien,es,True,True,non_en
mani,many,en,False,False,
canción,canción,es,False,True,non_en
mann,mann,de,False,True,non_en
mano,mano,lt,,True,non_en
among,among,en,False,False,
você,você,pt,True,True,non_en
spoil,spoil,en,False,False,
cancer,cancer,en,False,False,
distancia,distancia,es,False,True,non_en
color,color,en,False,False,
hypnot,hypnotized,en,False,False,
pot,pot,ro,True,True,non_en
inspir,inspiration,en,False,False,
cuando,cuando,es,True,True,non_en
insist,insist,en,False,False,
messin,messin',en,False,False,
pon,pon,bg,,True,non_en
jaw,jaw,en,False,False,
pole,pole,et,,True,non_en
featur,features,en,False,False,
besoin,besoin,fr,False,True,non_en
poi,poi,it,False,True,non_en
fucker,fucker,en,False,False,
constant,constant,en,False,False,
comprehend,comprehend,en,False,False,
boat,boat,en,False,False,
damag,damage,en,False,False,
mare,mare,ro,False,True,non_en
ultim,ultimate,en,False,False,
seiz,seize,en,False,False,
sest,s'est,fr,False,True,non_en
coupl,couple,en,False,False,
stretch,stretch,en,False,False,
west,west,en,False,False,
oder,oder,de,True,True,non_en
suicid,suicide,en,False,False,
ja,ja,,,True,non_en
breath,breath,en,False,False,
toss,toss,en,False,False,
pourtant,pourtant,fr,False,True,non_en
qué,qué,es,True,True,non_en
venir,venir,fr,False,True,non_en
carv,carved,en,False,False,
buscar,buscar,es,False,True,non_en
graveyard,graveyard,en,False,False,
reaction,reaction,en,False,False,
hurrican,hurricane,en,False,False,
thousand,thousand,tl,,True,non_en
valor,valor,pt,False,True,non_en
rubi,ruby,en,False,False,
lamour,l'amour,fr,False,True,non_en
ceux,ceux,fr,False,True,non_en
tiger,tiger,en,False,False,
wake,wake,en,False,False,
rememb,remember,en,False,False,
instant,instant,en,False,False,
amant,amante,es,False,True,non_en
spirit,spirit,en,False,False,
those,those,en,True,True,nltk_sw
sound,sound,en,False,False,
myself,myself,en,True,True,nltk_sw
casa,casa,es,False,True,non_en
these,these,en,True,True,nltk_sw
slumber,slumber,en,False,False,
caso,caso,es,False,True,non_en
pobr,pobre,es,False,True,non_en
casi,casi,es,False,True,non_en
cash,cash,en,False,False,
cree,crees,es,False,True,non_en
trick,trick,en,False,False,
cast,cast,en,False,False,
céu,céu,pt,False,True,non_en
scum,scum,en,False,False,
vaikka,vaikka,fi,True,True,non_en
fim,fim,pt,False,True,non_en
cock,cock,en,False,False,
spotlight,spotlight,en,False,False,
buen,buen,es,False,True,non_en
pushin,pushin',en,False,False,
ive,ive,en,False,False,
anytim,anytime,en,False,False,
conmigo,conmigo,es,False,True,non_en
seein,seein',en,False,False,
muerto,muerto,es,False,True,non_en
soil,soil,en,False,False,
convinc,convince,en,False,False,
worri,worry,en,False,False,
destin,destination,en,False,False,
strain,strain,en,False,False,
sudden,suddenly,en,False,False,
eras,erase,en,False,False,
soir,soir,fr,False,True,non_en
absurd,absurd,en,False,False,
everyday,everyday,en,False,False,
viento,viento,es,False,True,non_en
par,par,fr,True,True,non_en
pas,pas,fr,True,True,non_en
medio,medio,es,False,True,non_en
pay,pay,en,False,False,
thinkin,thinkin',en,False,False,
medic,medication,en,False,False,
bowl,bowl,en,False,False,
tour,tour,en,False,False,
same,same,en,True,True,nltk_sw
check,check,en,False,False,
gentlemen,gentlemen,en,False,False,
food,food,en,False,False,
extraño,extraño,es,False,True,non_en
heartbreak,heartbreak,en,False,False,
blanket,blanket,en,False,False,
motherfuckin,motherfuckin',en,False,False,
hecho,hecho,es,False,True,non_en
sucker,sucker,en,False,False,
admir,admire,en,False,False,
eventu,eventually,en,False,False,
pal,pal,en,False,False,
pan,pan,en,False,False,
week,week,en,False,False,
phantom,phantom,en,False,False,
för,för,sv,True,True,non_en
oil,oil,en,False,False,
kuinka,kuinka,fi,False,True,non_en
see,see,en,False,False,
ni,ni,,,True,non_en
sotto,sotto,it,False,True,non_en
itâ,itâs,en,False,False,
nest,n'est,fr,False,True,non_en
driver,driver,en,False,False,
someon,someone,en,False,False,
weed,weed,en,False,False,
driven,driven,en,False,False,
dabei,dabei,de,False,True,non_en
disguis,disguise,en,False,False,
weer,weer,nl,False,True,non_en
defi,defy,en,False,False,
weep,weep,en,False,False,
tenho,tenho,pt,True,True,non_en
handsom,handsome,en,False,False,
drain,drain,en,False,False,
cherri,cherry,en,False,False,
no,no,en,,True,nltk_sw
nothin,nothin',en,False,False,
justifi,justify,en,False,False,
hustl,hustle,en,False,False,
lento,lento,es,False,True,non_en
machen,machen,de,True,True,non_en
relief,relief,en,False,False,
temptat,temptation,en,False,False,
conoc,conoce,es,False,True,non_en
ces,ces,fr,True,True,non_en
model,model,en,False,False,
reward,reward,en,False,False,
sinner,sinner,en,False,False,
taxi,taxi,en,False,False,
summer,summer,en,False,False,
violenc,violence,en,False,False,
execut,execution,en,False,False,
vamo,vamos,es,False,True,non_en
visto,visto,it,False,True,non_en
neon,neon,en,False,False,
rest,rest,en,False,False,
violent,violent,en,False,False,
quién,quién,es,False,True,non_en
kill,kill,en,False,False,
scrape,scrape,en,False,False,
file,file,en,False,False,
touch,touch,en,False,False,
flavor,flavor,en,False,False,
habrá,habrá,es,True,True,non_en
speed,speed,en,False,False,
halfway,halfway,en,False,False,
blow,blow,en,False,False,
quella,quella,it,True,True,non_en
death,death,en,False,False,
rosi,rosie,en,False,False,
parad,parade,en,False,False,
rose,rose,en,False,False,
llanto,llanto,es,False,True,non_en
bobbi,bobby,en,False,False,
quello,quello,it,True,True,non_en
except,except,en,False,False,
littl,little,en,False,False,
odio,odio,la,,True,non_en
instrument,instrumental,en,False,False,
ghetto,ghetto,en,False,False,
pile,pile,en,False,False,
4,4,,,True,numeric
iâ,iÂ'm,en,False,False,
verso,verso,it,False,True,non_en
wär,wär,de,False,True,non_en
struck,struck,en,False,False,
llorando,llorando,es,False,True,non_en
determin,determined,en,False,False,
pill,pills,en,False,False,
kingdom,kingdom,en,False,False,
ditt,ditt,sv,True,True,non_en
mucho,mucho,es,True,True,non_en
rejoic,rejoice,en,False,False,
frown,frown,en,False,False,
amo,amo,pt,False,True,non_en
damnat,damnation,en,False,False,
ama,ama,tr,True,True,non_en
por,por,es,True,True,non_en
lado,lado,es,False,True,non_en
ladi,lady,en,False,False,
gonna,gonna,en,False,False,
dart,darte,es,False,True,non_en
dark,dark,en,False,False,
moi,moi,fr,True,True,non_en
temperatur,temperature,en,False,False,
traffic,traffic,en,False,False,
pop,pop,en,False,False,
mom,mom,en,False,False,
darl,darling,en,False,False,
libr,libre,es,False,True,non_en
railroad,railroad,en,False,False,
leva,leva,pt,False,True,non_en
reap,reap,en,False,False,
dare,dare,it,False,True,non_en
meat,meat,en,False,False,
saniti,sanity,en,False,False,
duti,duty,en,False,False,
beggin,beggin',en,False,False,
stranger,stranger,en,False,False,
wel,wel,nl,False,True,non_en
kickin,kickin',en,False,False,
twin,twin,en,False,False,
shelf,shelf,en,False,False,
nu,nu,,,True,non_en
chamber,chamber,en,False,False,
oblivion,oblivion,en,False,False,
maker,maker,en,False,False,
t,t,,,True,letter
hallelujah,hallelujah,en,False,False,
whatcha,whatcha,en,False,False,
opportun,opportunity,en,False,False,
claw,claws,en,False,False,
morena,morena,pt,False,True,non_en
manag,manage,en,False,False,
clap,clap,en,False,False,
emerg,emergency,en,False,False,
fulfil,fulfill,en,False,False,
wonderin,wonderin',en,False,False,
doll,doll,en,False,False,
soy,soy,es,True,True,non_en
iâm,iâm,en,False,False,
muscl,muscle,en,False,False,
butt,butt,en,False,False,
nombr,nombre,es,False,True,non_en
naar,naar,nl,True,True,non_en
root,roots,en,False,False,
radiat,radiation,en,False,False,
buzz,buzz,en,False,False,
freez,freeze,en,False,False,
besser,besser,de,False,True,non_en
slice,slice,en,False,False,
lotta,lotta,it,False,True,non_en
drank,drank,en,False,False,
easili,easily,en,False,False,
noon,no-one,en,False,False,
hoje,hoje,pt,False,True,non_en
slick,slick,en,False,False,
legal,legal,en,False,False,
moon,moon,en,False,False,
meiner,meiner,de,True,True,non_en
‘caus,‘cause,en,False,False,
teardrop,teardrops,da,False,True,non_en
exit,exit,en,False,False,
runaway,runaway,en,False,False,
är,är,,,True,non_en
devot,devotion,en,False,False,
complic,complicated,en,False,False,
knife,knife,en,False,False,
power,power,en,False,False,
raus,raus,de,False,True,non_en
dicen,dicen,es,False,True,non_en
garbag,garbage,en,False,False,
sido,sido,es,False,True,non_en
earn,earn,en,False,False,
slaughter,slaughter,en,False,False,
quem,quem,pt,True,True,non_en
broken,broken,en,False,False,
habe,habe,de,True,True,non_en
nós,nós,pt,True,True,non_en
throw,throw,en,False,False,
nosotro,nosotros,es,True,True,non_en
oo,oo,,,True,non_en
on,on,en,,True,nltk_sw
om,om,,,True,non_en
ol,ol',tr,False,True,non_en
wolv,wolves,en,False,False,
abus,abuse,en,False,False,
oi,oi,,,True,non_en
oh,oh,,,True,non_en
og,og,,,True,non_en
of,of,en,,True,nltk_sw
ach,aching,en,False,False,
ohoh,oh-oh,en,False,False,
ob,ob,,,True,non_en
greater,greater,en,False,False,
meal,meal,en,False,False,
chop,chop,en,False,False,
degre,degree,en,False,False,
intens,intense,en,False,False,
wolf,wolf,en,False,False,
stand,stand,en,False,False,
neighbor,neighbors,en,False,False,
roam,roam,en,False,False,
ow,ow,,,True,non_en
ou,ou,,,True,non_en
luck,luck,en,False,False,
os,os,,,True,non_en
or,or,en,,True,nltk_sw
road,road,en,False,False,
op,op,,,True,non_en
routin,routine,en,False,False,
anybodi,anybody,en,False,False,
esser,essere,it,False,True,non_en
press,press,en,False,False,
misti,misty,en,False,False,
mari,mary,en,False,False,
honki,honky,en,False,False,
amiga,amiga,pt,False,True,non_en
strip,strip,en,False,False,
effort,effort,en,False,False,
uptown,uptown,en,False,False,
nurs,nurse,en,False,False,
mark,mark,en,False,False,
your,your,en,True,True,nltk_sw
restless,restless,en,False,False,
het,het,nl,True,True,non_en
scorn,scorn,en,False,False,
nein,nein,de,False,True,non_en
her,her,en,True,True,nltk_sw
gleam,gleam,en,False,False,
saudad,saudade,pt,False,True,non_en
there,there,en,True,True,nltk_sw
lon,l'on,tr,False,True,non_en
hey,hey,en,False,False,
start,start,en,False,False,
fascin,fascination,en,False,False,
starv,starving,en,False,False,
low,low,en,False,False,
lot,lot,en,False,False,
lou,lou,en,False,False,
hem,hem,nl,True,True,non_en
valley,valley,en,False,False,
escapar,escapar,gl,,True,non_en
yah,yah,id,False,True,non_en
gain,gain,en,False,False,
lang,lang,tl,,True,non_en
bottl,bottle,en,False,False,
dormir,dormir,es,False,True,non_en
enough,enough,en,False,False,
stupid,stupid,en,False,False,
regard,regard,en,False,False,
amongst,amongst,en,False,False,
soledad,soledad,es,False,True,non_en
gibt,gibt,de,False,True,non_en
gore,gore,bs,,True,non_en
dolor,dolor,la,,True,non_en
fighter,fighter,en,False,False,
with,with,en,True,True,nltk_sw
conclus,conclusion,en,False,False,
faster,faster,en,False,False,
pull,pull,en,False,False,
rush,rush,en,False,False,
darken,darkened,en,False,False,
dirti,dirty,en,False,False,
joint,joint,en,False,False,
rage,rage,en,False,False,
vice,vice,en,False,False,
ember,embers,en,False,False,
tellin,tellin',en,False,False,
flirt,flirt,en,False,False,
agora,agora,pt,False,True,non_en
grasp,grasp,en,False,False,
grass,grass,en,False,False,
rust,rust,en,False,False,
connect,connection,en,False,False,
gone,gone,en,False,False,
ohn,ohne,de,True,True,non_en
ab,ab,,,True,non_en
ohh,ohh,en,False,False,
ad,ad,,,True,non_en
fright,fright,en,False,False,
ai,ai,,,True,non_en
ah,ah,,,True,non_en
am,am,en,,True,nltk_sw
al,al,,,True,non_en
deep,deep,en,False,False,
nerv,nerve,en,False,False,
sacr,sacred,en,False,False,
tengo,tengo,es,True,True,non_en
intro,intro:,en,False,True,sign
au,au,,,True,non_en
uit,uit,nl,True,True,non_en
aw,awful,en,False,False,
av,av,,,True,non_en
ay,ay,,,True,non_en
deed,deeds,en,False,False,
az,az,,,True,non_en
rearrang,rearrange,en,False,False,
flock,flock,en,False,False,
film,film,en,False,False,
fill,fill,en,False,False,
abyss,abyss,en,False,False,
jingl,jingle,en,False,False,
coração,coração,pt,False,True,non_en
idiot,idiot,en,False,False,
forsak,forsake,en,False,False,
repent,repent,en,False,False,
rubber,rubber,en,False,False,
field,fields,en,False,False,
5,5,,,True,numeric
vad,vad,sv,True,True,non_en
you,you,en,True,True,nltk_sw
trash,trash,en,False,False,
babylon,babylon,en,False,False,
10,10,,,True,numeric
poor,poor,en,False,False,
shelter,shelter,en,False,False,
domani,domani,it,False,True,non_en
symbol,symbol,en,False,False,
teeth,teeth,en,False,False,
drift,drifting,en,False,False,
m,m,,,True,letter
terra,terra,it,False,True,non_en
keepin,keepin',en,False,False,
peak,peak,en,False,False,
mentira,mentira,es,False,True,non_en
sulla,sulla,it,True,True,non_en
lair,l'air,fr,False,True,non_en
peac,peace,en,False,False,
pool,pool,en,False,False,
lipstick,lipstick,en,False,False,
meadow,meadow,en,False,False,
wife,wife,en,False,False,
thorn,thorns,en,False,False,
flyin,flyin',en,False,False,
mask,mask,en,False,False,
mash,mash,ar,False,True,non_en
moonlight,moonlight,en,False,False,
mentr,mentre,it,False,True,non_en
u,u,,,True,letter
pierc,pierce,en,False,False,
castl,castle,en,False,False,
alright,alright,en,False,False,
escap,escape,en,False,False,
apathi,apathy,en,False,False,
togeth,together,en,False,False,
all,all,en,True,True,nltk_sw
diss,diss,en,False,False,
liar,liar,id,False,True,non_en
forget,forget,en,False,False,
cough,cough,en,False,False,
ali,ali,sl,,True,non_en
forbidden,forbidden,en,False,False,
lack,lack,en,False,False,
dollar,dollar,en,False,False,
correr,correr,es,False,True,non_en
fuego,fuego,es,False,True,non_en
ciudad,ciudad,es,False,True,non_en
dish,dish,en,False,False,
follow,follow,en,False,False,
sueño,sueño,es,False,True,non_en
lace,lace,en,False,False,
sung,sung,vi,,True,non_en
carpet,carpet,en,False,False,
habla,habla,es,False,True,non_en
corps,corpse,en,False,False,
ty,ty,,,True,non_en
imma,imma,mt,,True,non_en
tu,tu,,,True,non_en
dieser,dieser,de,True,True,non_en
to,to,en,,True,nltk_sw
tail,tail,en,False,False,
program,program,en,False,False,
ti,ti,,,True,non_en
crimson,crimson,en,False,False,
smile,smile,en,False,False,
kvar,kvar,sv,False,True,non_en
te,te,,,True,non_en
knot,knot,en,False,False,
oss,oss,no,True,True,non_en
introduc,introduce,en,False,False,
ta,ta,,,True,non_en
faz,faz,pt,False,True,non_en
ninguém,ninguém,pt,False,True,non_en
vers,verse,en,False,False,
woman,woman,en,False,False,
estaba,estaba,es,True,True,non_en
vert,verte,fr,False,True,non_en
song,song,en,False,False,
far,far,en,False,False,
horror,horror,en,False,False,
fat,fat,en,False,False,
sono,sono,it,True,True,non_en
vera,veras,es,False,True,non_en
we’r,we’re,en,False,False,
hypocrit,hypocrite,en,False,False,
fai,fais,fr,False,True,non_en
einmal,einmal,de,True,True,non_en
verd,verde,it,False,True,non_en
fall,fall,en,False,False,
veri,very,en,True,True,nltk_sw
ayer,ayer,es,False,True,non_en
ticket,ticket,en,False,False,
strang,strange,en,False,False,
strand,stranded,en,False,False,
trigger,trigger,en,False,False,
gott,gott,sv,False,True,non_en
pueblo,pueblo,es,False,True,non_en
heaven,heaven,en,False,False,
alma,alma,es,False,True,non_en
harri,harry,en,False,False,
list,list,en,False,False,
fatto,fatto,it,False,True,non_en
forti,forty,en,False,False,
nossa,nossa,pt,True,True,non_en
sang,sang,vi,,True,non_en
sand,sand,en,False,False,
sane,sane,en,False,False,
small,small,en,False,False,
lisa,lisa,et,,True,non_en
buck,buck,en,False,False,
stumbl,stumble,en,False,False,
ora,ora,it,False,True,non_en
quun,qu'un,fr,False,True,non_en
dimens,dimension,en,False,False,
neighborhood,neighborhood,en,False,False,
tem,tem,pt,True,True,non_en
ten,ten,pl,,True,non_en
haar,haar,nl,True,True,non_en
tea,tea,en,False,False,
volar,volar,es,False,True,non_en
paso,paso,es,False,True,non_en
vete,vete,sq,,True,non_en
past,past,en,False,False,
strung,strung,en,False,False,
zero,zero,en,False,False,
pressur,pressure,en,False,False,
design,design,en,False,False,
pass,pass,en,False,False,
further,further,en,True,True,nltk_sw
ter,ter,pt,False,True,non_en
tes,tes,fr,True,True,non_en
mill,mille,et,,True,non_en
ribbon,ribbons,en,False,False,
belief,belief,en,False,False,
excit,excited,en,False,False,
what,what,en,True,True,nltk_sw
stood,stood,en,False,False,
microphon,microphone,en,False,False,
clock,clock,en,False,False,
nana,nana,ja,,True,non_en
sun,sun,en,False,False,
sum,sum,en,False,False,
sul,sul,it,True,True,non_en
abl,able,en,False,False,
quelqu,quelques,fr,False,True,non_en
sui,suis,fr,True,True,non_en
fleur,fleurs,fr,False,True,non_en
crush,crush,en,False,False,
public,public,en,False,False,
abr,abre,pt,False,True,non_en
version,version,en,False,False,
sus,sus,es,True,True,non_en
sur,sur,fr,True,True,non_en
deepli,deeply,en,False,False,
ang,ang,tl,,True,non_en
method,method,en,False,False,
jede,jede,de,True,True,non_en
movement,movement,en,False,False,
full,full,en,False,False,
themselv,themselves,en,True,True,nltk_sw
nena,nena,es,False,True,non_en
tragedi,tragedy,en,False,False,
vale,vale,pt,False,True,non_en
kimi,kimi,az,True,True,non_en
heb,heb,nl,True,True,non_en
aquello,aquellos,es,False,True,non_en
immort,immortal,en,False,False,
trunk,trunk,en,False,False,
hast,hast,de,False,True,non_en
depend,depend,en,False,False,
goodby,goodbye,en,False,False,
standard,standard,en,False,False,
legend,legend,en,False,False,
valu,value,en,False,False,
leav,leave,en,False,False,
arena,arena,en,False,False,
search,searching,en,False,False,
graviti,gravity,en,False,False,
ahead,ahead,en,False,False,
miseri,misery,en,False,False,
whine,whine,en,False,False,
brutal,brutal,en,False,False,
premier,premier,fr,False,True,non_en
soldier,soldier,en,False,False,
base,base,en,False,False,
près,près,fr,False,True,non_en
durch,durch,de,True,True,non_en
pick,pick,en,False,False,
action,action,en,False,False,
narrow,narrow,en,False,False,
medicin,medicine,en,False,False,
via,via,en,False,False,
depart,departed,en,False,False,
declin,decline,en,False,False,
vez,vez,es,False,True,non_en
hogi,hogy,hu,True,True,non_en
africa,africa,en,False,False,
vil,vil,da,True,True,non_en
él,él,,,True,non_en
és,és,,,True,non_en
ask,ask,en,False,False,
voyag,voyage,fr,False,True,non_en
send,send,en,False,False,
famili,family,en,False,False,
demis,demise,en,False,False,
asi,asi,cs,,True,non_en
tutto,tutto,it,True,True,non_en
eye,eyes,en,False,False,
tutti,tutti,it,True,True,non_en
liber,liberate,en,False,False,
faint,faint,en,False,False,
two,two,en,False,False,
mort,mort,fr,False,True,non_en
pearl,pearls,en,False,False,
morn,morning,en,False,False,
6,6,,,True,numeric
taken,taken,en,False,False,
fr,fr,,,True,non_en
minor,minor,en,False,False,
more,more,en,True,True,nltk_sw
teen,teen,en,False,False,
tryna,tryna,en,False,False,
flaw,flaws,en,False,False,
diamond,diamond,en,False,False,
door,door,nl,True,True,non_en
alltid,alltid,sv,False,True,non_en
mire,mire,hu,False,True,non_en
hundr,hundred,en,False,False,
hurri,hurry,en,False,False,
mira,mira,es,False,True,non_en
askin,askin',tr,False,True,non_en
terror,terror,en,False,False,
flag,flag,en,False,False,
stick,stick,en,False,False,
broke,broke,en,False,False,
aris,arise,en,False,False,
known,known,en,False,False,
compani,company,en,False,False,
doom,doom,en,False,False,
komm,komm,de,False,True,non_en
estribillo,estribillo,es,False,True,non_en
glad,glad,en,False,False,
don’t,don’t,en,False,False,
town,town,en,False,False,
mí,mí,,,True,non_en
none,none,en,False,False,
thread,thread,en,False,False,
eden,eden,tr,False,True,non_en
hous,house,en,False,False,
ça,ça,,,True,non_en
der,der,de,True,True,non_en
des,des,fr,True,True,non_en
det,det,sv,True,True,non_en
dew,dew,en,False,False,
dei,dei,it,True,True,non_en
remain,remain,en,False,False,
del,del,es,True,True,non_en
dem,dem,de,True,True,non_en
den,den,de,True,True,non_en
learn,learn,en,False,False,
abandon,abandoned,en,False,False,
male,male,en,False,False,
dee,dee,ar,False,True,non_en
enfant,enfants,fr,False,True,non_en
mala,mala,es,False,True,non_en
explod,explode,en,False,False,
orlean,orleans,en,False,False,
shark,shark,en,False,False,
bam,bam,en,False,False,
wieder,wieder,de,True,True,non_en
rua,rua,pt,False,True,non_en
brown,brown,en,False,False,
challeng,challenge,en,False,False,
share,share,en,False,False,
accept,accept,en,False,False,
autumn,autumn,en,False,False,
fiddl,fiddle,en,False,False,
azul,azul,es,False,True,non_en
poni,pony,en,False,False,
wet,wet,en,False,False,
explor,explore,en,False,False,
explos,explosion,en,False,False,
pone,pone,es,False,True,non_en
sharp,sharp,en,False,False,
scar,scars,en,False,False,
dress,dress,en,False,False,
condemn,condemned,en,False,False,
toni,tony,en,False,False,
siren,sirens,en,False,False,
cours,course,en,False,False,
court,court,en,False,False,
untru,untrue,en,False,False,
divid,divide,en,False,False,
rather,rather,en,False,False,
anoth,another,en,False,False,
comfort,comfort,en,False,False,
breast,breast,en,False,False,
divin,divine,en,False,False,
voltar,voltar,pt,False,True,non_en
fame,fame,en,False,False,
musica,musica,it,False,True,non_en
cling,cling,en,False,False,
calma,calma,es,False,True,non_en
vorbei,vorbei,de,False,True,non_en
oye,oye,es,False,True,non_en
strong,strong,en,False,False,
simpl,simple,en,False,False,
needl,needle,en,False,False,
unabl,unable,en,False,False,
plant,plant,en,False,False,
okay,okay,en,False,False,
eterno,eterno,pt,False,True,non_en
rude,rude,en,False,False,
whirl,whirl,en,False,False,
our,our,en,True,True,nltk_sw
blacken,blackened,en,False,False,
sneak,sneak,en,False,False,
reflect,reflection,en,False,False,
fa,fa,,,True,non_en
plane,plane,en,False,False,
embrac,embrace,en,False,False,
fe,fe,,,True,non_en
numb,numb,en,False,False,
quisiera,quisiera,es,False,True,non_en
fi,fi,,,True,non_en
maar,maar,nl,True,True,non_en
bloom,bloom,en,False,False,
sehen,sehen,de,False,True,non_en
fo,fo,,,True,non_en
a,a,en,,True,nltk_sw
planet,planet,en,False,False,
circumst,circumstance,en,False,False,
twelv,twelve,en,False,False,
kein,kein,de,True,True,non_en
read,read,en,False,False,
coat,coat,en,False,False,
doctor,doctor,en,False,False,
children,children,en,False,False,
combin,combination,en,False,False,
dragon,dragon,en,False,False,
caus,'cause,en,False,False,
coal,coal,en,False,False,
shore,shore,en,False,False,
ego,ego,en,False,False,
dread,dread,en,False,False,
shade,shade,en,False,False,
media,media,en,False,False,
aller,aller,fr,False,True,non_en
minuto,minuto,es,False,True,non_en
dream,dream,en,False,False,
paz,paz,es,False,True,non_en
herida,herida,es,False,True,non_en
ding,ding,nl,False,True,non_en
help,help,en,False,False,
pant,pants,en,False,False,
somo,somos,es,True,True,non_en
soon,soon,en,False,False,
trade,trade,en,False,False,
held,held,en,False,False,
paper,paper,en,False,False,
through,through,en,True,True,nltk_sw
sere,sere,it,False,True,non_en
pane,pane,it,False,True,non_en
hell,hell,en,False,False,
perhap,perhaps,en,False,False,
suffer,suffer,en,False,False,
realiz,realize,en,False,False,
24,24,,,True,numeric
style,style,en,False,False,
meinen,meinen,de,True,True,non_en
pens,pense,fr,False,True,non_en
glide,glide,en,False,False,
sopra,sopra,it,False,True,non_en
late,late,en,False,False,
grade,grade,en,False,False,
allt,allt,sv,True,True,non_en
lucif,lucifer,en,False,False,
pena,pena,pt,False,True,non_en
lontano,lontano,it,False,True,non_en
speech,speech,en,False,False,
bout,'bout,fr,False,True,non_en
team,team,en,False,False,
might,might,en,False,False,
alter,alter,de,False,True,non_en
suppli,supply,en,False,False,
yi,yi,,,True,non_en
ant,antes,es,True,True,non_en
good,good,en,False,False,
return,return,en,False,False,
yo,yo,,,True,non_en
ya,ya,,,True,non_en
mientra,mientras,es,False,True,non_en
pollut,pollution,en,False,False,
ye,ye,,,True,non_en
uhh,uhh,en,False,False,
miedo,miedo,es,False,True,non_en
ficar,ficar,pt,False,True,non_en
somebodi,somebody,en,False,False,
laiss,laisse,fr,False,True,non_en
dedo,dedos,es,False,True,non_en
farewel,farewell,en,False,False,
foot,foot,en,False,False,
disgrac,disgrace,en,False,False,
musiqu,musique,fr,False,True,non_en
adventur,adventure,en,False,False,
complain,complain,en,False,False,
bigger,bigger,en,False,False,
virtu,virtue,en,False,False,
tuoi,tuoi,it,True,True,non_en
fairi,fairy,en,False,False,
2x,(2x),sv,False,True,non_en
donc,donc,fr,False,True,non_en
vara,vara,sv,True,True,non_en
porta,porta,it,False,True,non_en
mysteri,mystery,en,False,False,
did,did,en,True,True,nltk_sw
achiev,achieve,en,False,False,
naughti,naughty,en,False,False,
eager,eager,en,False,False,
teas,tease,en,False,False,
ceas,cease,en,False,False,
found,found,en,False,False,
friendship,friendship,en,False,False,
breakdown,breakdown,en,False,False,
harm,harm,en,False,False,
shock,shock,en,False,False,
england,england,en,False,False,
mental,mental,en,False,False,
weight,weight,en,False,False,
meaningless,meaningless,en,False,False,
colder,colder,en,False,False,
fish,fish,en,False,False,
hard,hard,en,False,False,
idea,idea,en,False,False,
terrifi,terrified,en,False,False,
realli,really,en,False,False,
heavi,heavy,en,False,False,
sober,sober,en,False,False,
toda,toda,es,False,True,non_en
finish,finish,en,False,False,
expect,expect,en,False,False,
fist,fist,en,False,False,
aldrig,aldrig,da,False,True,non_en
into,into,en,True,True,nltk_sw
